Season,HomeTeam,AwayTeam,FTHG,FTAG,DateTime
2018-19,Arsenal,Fulham,4,1,2019-01-01 00:00:00+00:00
2018-19,Cardiff,Tottenham,0,3,2019-01-01 00:00:00+00:00
2018-19,Everton,Leicester,0,1,2019-01-01 00:00:00+00:00
2018-19,Bournemouth,Watford,3,3,2019-01-02 00:00:00+00:00
2018-19,Chelsea,Southampton,0,0,2019-01-02 00:00:00+00:00
2018-19,Huddersfield,Burnley,1,2,2019-01-02 00:00:00+00:00
2018-19,Newcastle,Man United,0,2,2019-01-02 00:00:00+00:00
2018-19,West Ham,Brighton,2,2,2019-01-02 00:00:00+00:00
2018-19,Wolves,Crystal Palace,0,2,2019-01-02 00:00:00+00:00
2018-19,Man City,Liverpool,2,1,2019-01-03 00:00:00+00:00
2018-19,Brighton,Liverpool,0,1,2019-01-12 00:00:00+00:00
2018-19,Burnley,Fulham,2,1,2019-01-12 00:00:00+00:00
2018-19,Cardiff,Huddersfield,0,0,2019-01-12 00:00:00+00:00
2018-19,Chelsea,Newcastle,2,1,2019-01-12 00:00:00+00:00
2018-19,Crystal Palace,Watford,1,2,2019-01-12 00:00:00+00:00
2018-19,Leicester,Southampton,1,2,2019-01-12 00:00:00+00:00
2018-19,West Ham,Arsenal,1,0,2019-01-12 00:00:00+00:00
2018-19,Everton,Bournemouth,2,0,2019-01-13 00:00:00+00:00
2018-19,Tottenham,Man United,0,1,2019-01-13 00:00:00+00:00
2018-19,Man City,Wolves,3,0,2019-01-14 00:00:00+00:00
2018-19,Arsenal,Chelsea,2,0,2019-01-19 00:00:00+00:00
2018-19,Bournemouth,West Ham,2,0,2019-01-19 00:00:00+00:00
2018-19,Liverpool,Crystal Palace,4,3,2019-01-19 00:00:00+00:00
2018-19,Man United,Brighton,2,1,2019-01-19 00:00:00+00:00
2018-19,Newcastle,Cardiff,3,0,2019-01-19 00:00:00+00:00
2018-19,Southampton,Everton,2,1,2019-01-19 00:00:00+00:00
2018-19,Watford,Burnley,0,0,2019-01-19 00:00:00+00:00
2018-19,Wolves,Leicester,4,3,2019-01-19 00:00:00+00:00
2018-19,Fulham,Tottenham,1,2,2019-01-20 00:00:00+00:00
2018-19,Huddersfield,Man City,0,3,2019-01-20 00:00:00+00:00
2018-19,Arsenal,Cardiff,2,1,2019-01-29 00:00:00+00:00
2018-19,Fulham,Brighton,4,2,2019-01-29 00:00:00+00:00
2018-19,Huddersfield,Everton,0,1,2019-01-29 00:00:00+00:00
2018-19,Man United,Burnley,2,2,2019-01-29 00:00:00+00:00
2018-19,Newcastle,Man City,2,1,2019-01-29 00:00:00+00:00
2018-19,Wolves,West Ham,3,0,2019-01-29 00:00:00+00:00
2018-19,Bournemouth,Chelsea,4,0,2019-01-30 00:00:00+00:00
2018-19,Liverpool,Leicester,1,1,2019-01-30 00:00:00+00:00
2018-19,Southampton,Crystal Palace,1,1,2019-01-30 00:00:00+00:00
2018-19,Tottenham,Watford,2,1,2019-01-30 00:00:00+00:00
2018-19,Brighton,Watford,0,0,2019-02-02 00:00:00+00:00
2018-19,Burnley,Southampton,1,1,2019-02-02 00:00:00+00:00
2018-19,Cardiff,Bournemouth,2,0,2019-02-02 00:00:00+00:00
2018-19,Chelsea,Huddersfield,5,0,2019-02-02 00:00:00+00:00
2018-19,Crystal Palace,Fulham,2,0,2019-02-02 00:00:00+00:00
2018-19,Everton,Wolves,1,3,2019-02-02 00:00:00+00:00
2018-19,Tottenham,Newcastle,1,0,2019-02-02 00:00:00+00:00
2018-19,Leicester,Man United,0,1,2019-02-03 00:00:00+00:00
2018-19,Man City,Arsenal,3,1,2019-02-03 00:00:00+00:00
2018-19,West Ham,Liverpool,1,1,2019-02-04 00:00:00+00:00
2018-19,Everton,Man City,0,2,2019-02-06 00:00:00+00:00
2018-19,Brighton,Burnley,1,3,2019-02-09 00:00:00+00:00
2018-19,Crystal Palace,West Ham,1,1,2019-02-09 00:00:00+00:00
2018-19,Fulham,Man United,0,3,2019-02-09 00:00:00+00:00
2018-19,Huddersfield,Arsenal,1,2,2019-02-09 00:00:00+00:00
2018-19,Liverpool,Bournemouth,3,0,2019-02-09 00:00:00+00:00
2018-19,Southampton,Cardiff,1,2,2019-02-09 00:00:00+00:00
2018-19,Watford,Everton,1,0,2019-02-09 00:00:00+00:00
2018-19,Man City,Chelsea,6,0,2019-02-10 00:00:00+00:00
2018-19,Tottenham,Leicester,3,1,2019-02-10 00:00:00+00:00
2018-19,Wolves,Newcastle,1,1,2019-02-11 00:00:00+00:00
2018-19,Cardiff,Watford,1,5,2019-02-22 00:00:00+00:00
2018-19,West Ham,Fulham,3,1,2019-02-22 00:00:00+00:00
2018-19,Bournemouth,Wolves,1,1,2019-02-23 00:00:00+00:00
2018-19,Burnley,Tottenham,2,1,2019-02-23 00:00:00+00:00
2018-19,Leicester,Crystal Palace,1,4,2019-02-23 00:00:00+00:00
2018-19,Newcastle,Huddersfield,2,0,2019-02-23 00:00:00+00:00
2018-19,Arsenal,Southampton,2,0,2019-02-24 00:00:00+00:00
2018-19,Man United,Liverpool,0,0,2019-02-24 00:00:00+00:00
2018-19,Cardiff,Everton,0,3,2019-02-26 00:00:00+00:00
2018-19,Huddersfield,Wolves,1,0,2019-02-26 00:00:00+00:00
2018-19,Leicester,Brighton,2,1,2019-02-26 00:00:00+00:00
2018-19,Newcastle,Burnley,2,0,2019-02-26 00:00:00+00:00
2018-19,Arsenal,Bournemouth,5,1,2019-02-27 00:00:00+00:00
2018-19,Chelsea,Tottenham,2,0,2019-02-27 00:00:00+00:00
2018-19,Crystal Palace,Man United,1,3,2019-02-27 00:00:00+00:00
2018-19,Liverpool,Watford,5,0,2019-02-27 00:00:00+00:00
2018-19,Man City,West Ham,1,0,2019-02-27 00:00:00+00:00
2018-19,Southampton,Fulham,2,0,2019-02-27 00:00:00+00:00
2018-19,Bournemouth,Man City,0,1,2019-03-02 00:00:00+00:00
2018-19,Brighton,Huddersfield,1,0,2019-03-02 00:00:00+00:00
2018-19,Burnley,Crystal Palace,1,3,2019-03-02 00:00:00+00:00
2018-19,Man United,Southampton,3,2,2019-03-02 00:00:00+00:00
2018-19,Tottenham,Arsenal,1,1,2019-03-02 00:00:00+00:00
2018-19,West Ham,Newcastle,2,0,2019-03-02 00:00:00+00:00
2018-19,Wolves,Cardiff,2,0,2019-03-02 00:00:00+00:00
2018-19,Everton,Liverpool,0,0,2019-03-03 00:00:00+00:00
2018-19,Fulham,Chelsea,1,2,2019-03-03 00:00:00+00:00
2018-19,Watford,Leicester,2,1,2019-03-03 00:00:00+00:00
2018-19,Cardiff,West Ham,2,0,2019-03-09 00:00:00+00:00
2018-19,Crystal Palace,Brighton,1,2,2019-03-09 00:00:00+00:00
2018-19,Huddersfield,Bournemouth,0,2,2019-03-09 00:00:00+00:00
2018-19,Leicester,Fulham,3,1,2019-03-09 00:00:00+00:00
2018-19,Man City,Watford,3,1,2019-03-09 00:00:00+00:00
2018-19,Newcastle,Everton,3,2,2019-03-09 00:00:00+00:00
2018-19,Southampton,Tottenham,2,1,2019-03-09 00:00:00+00:00
2018-19,Arsenal,Man United,2,0,2019-03-10 00:00:00+00:00
2018-19,Chelsea,Wolves,1,1,2019-03-10 00:00:00+00:00
2018-19,Liverpool,Burnley,4,2,2019-03-10 00:00:00+00:00
2018-19,Bournemouth,Newcastle,2,2,2019-03-16 00:00:00+00:00
2018-19,Burnley,Leicester,1,2,2019-03-16 00:00:00+00:00
2018-19,West Ham,Huddersfield,4,3,2019-03-16 00:00:00+00:00
2018-19,Everton,Chelsea,2,0,2019-03-17 00:00:00+00:00
2018-19,Fulham,Liverpool,1,2,2019-03-17 00:00:00+00:00
2018-19,Brighton,Southampton,0,1,2019-03-30 00:00:00+00:00
2018-19,Burnley,Wolves,2,0,2019-03-30 00:00:00+00:00
2018-19,Crystal Palace,Huddersfield,2,0,2019-03-30 00:00:00+00:00
2018-19,Fulham,Man City,0,2,2019-03-30 00:00:00+00:00
2018-19,Leicester,Bournemouth,2,0,2019-03-30 00:00:00+00:00
2018-19,Man United,Watford,2,1,2019-03-30 00:00:00+00:00
2018-19,West Ham,Everton,0,2,2019-03-30 00:00:00+00:00
2018-19,Cardiff,Chelsea,1,2,2019-03-31 00:00:00+00:00
2018-19,Liverpool,Tottenham,2,1,2019-03-31 00:00:00+00:00
2018-19,Arsenal,Newcastle,2,0,2019-04-01 00:00:00+00:00
2018-19,Watford,Fulham,4,1,2019-04-02 00:00:00+00:00
2018-19,Wolves,Man United,2,1,2019-04-02 00:00:00+00:00
2018-19,Chelsea,Brighton,3,0,2019-04-03 00:00:00+00:00
2018-19,Man City,Cardiff,2,0,2019-04-03 00:00:00+00:00
2018-19,Tottenham,Crystal Palace,2,0,2019-04-03 00:00:00+00:00
2018-19,Southampton,Liverpool,1,3,2019-04-05 00:00:00+00:00
2018-19,Bournemouth,Burnley,1,3,2019-04-06 00:00:00+00:00
2018-19,Huddersfield,Leicester,1,4,2019-04-06 00:00:00+00:00
2018-19,Newcastle,Crystal Palace,0,1,2019-04-06 00:00:00+00:00
2018-19,Everton,Arsenal,1,0,2019-04-07 00:00:00+00:00
2018-19,Chelsea,West Ham,2,0,2019-04-08 00:00:00+00:00
2018-19,Leicester,Newcastle,0,1,2019-04-12 00:00:00+00:00
2018-19,Brighton,Bournemouth,0,5,2019-04-13 00:00:00+00:00
2018-19,Burnley,Cardiff,2,0,2019-04-13 00:00:00+00:00
2018-19,Fulham,Everton,2,0,2019-04-13 00:00:00+00:00
2018-19,Man United,West Ham,2,1,2019-04-13 00:00:00+00:00
2018-19,Southampton,Wolves,3,1,2019-04-13 00:00:00+00:00
2018-19,Tottenham,Huddersfield,4,0,2019-04-13 00:00:00+00:00
2018-19,Crystal Palace,Man City,1,3,2019-04-14 00:00:00+00:00
2018-19,Liverpool,Chelsea,2,0,2019-04-14 00:00:00+00:00
2018-19,Watford,Arsenal,0,1,2019-04-15 00:00:00+00:00
2018-19,Brighton,Cardiff,0,2,2019-04-16 00:00:00+00:00
2018-19,Bournemouth,Fulham,0,1,2019-04-20 00:00:00+00:00
2018-19,Huddersfield,Watford,1,2,2019-04-20 00:00:00+00:00
2018-19,Man City,Tottenham,1,0,2019-04-20 00:00:00+00:00
2018-19,Newcastle,Southampton,3,1,2019-04-20 00:00:00+00:00
2018-19,West Ham,Leicester,2,2,2019-04-20 00:00:00+00:00
2018-19,Wolves,Brighton,0,0,2019-04-20 00:00:00+00:00
2018-19,Arsenal,Crystal Palace,2,3,2019-04-21 00:00:00+00:00
2018-19,Cardiff,Liverpool,0,2,2019-04-21 00:00:00+00:00
2018-19,Everton,Man United,4,0,2019-04-21 00:00:00+00:00
2018-19,Chelsea,Burnley,2,2,2019-04-22 00:00:00+00:00
2018-19,Tottenham,Brighton,1,0,2019-04-23 00:00:00+00:00
2018-19,Watford,Southampton,1,1,2019-04-23 00:00:00+00:00
2018-19,Man United,Man City,0,2,2019-04-24 00:00:00+00:00
2018-19,Wolves,Arsenal,3,1,2019-04-24 00:00:00+00:00
2018-19,Liverpool,Huddersfield,5,0,2019-04-26 00:00:00+00:00
2018-19,Brighton,Newcastle,1,1,2019-04-27 00:00:00+00:00
2018-19,Crystal Palace,Everton,0,0,2019-04-27 00:00:00+00:00
2018-19,Fulham,Cardiff,1,0,2019-04-27 00:00:00+00:00
2018-19,Southampton,Bournemouth,3,3,2019-04-27 00:00:00+00:00
2018-19,Tottenham,West Ham,0,1,2019-04-27 00:00:00+00:00
2018-19,Watford,Wolves,1,2,2019-04-27 00:00:00+00:00
2018-19,Burnley,Man City,0,1,2019-04-28 00:00:00+00:00
2018-19,Leicester,Arsenal,3,0,2019-04-28 00:00:00+00:00
2018-19,Man United,Chelsea,1,1,2019-04-28 00:00:00+00:00
2018-19,Everton,Burnley,2,0,2019-05-03 00:00:00+00:00
2018-19,Bournemouth,Tottenham,1,0,2019-05-04 00:00:00+00:00
2018-19,Cardiff,Crystal Palace,2,3,2019-05-04 00:00:00+00:00
2018-19,Newcastle,Liverpool,2,3,2019-05-04 00:00:00+00:00
2018-19,West Ham,Southampton,3,0,2019-05-04 00:00:00+00:00
2018-19,Wolves,Fulham,1,0,2019-05-04 00:00:00+00:00
2018-19,Arsenal,Brighton,1,1,2019-05-05 00:00:00+00:00
2018-19,Chelsea,Watford,3,0,2019-05-05 00:00:00+00:00
2018-19,Huddersfield,Man United,1,1,2019-05-05 00:00:00+00:00
2018-19,Man City,Leicester,1,0,2019-05-06 00:00:00+00:00
2018-19,Brighton,Man City,1,4,2019-05-12 00:00:00+00:00
2018-19,Burnley,Arsenal,1,3,2019-05-12 00:00:00+00:00
2018-19,Crystal Palace,Bournemouth,5,3,2019-05-12 00:00:00+00:00
2018-19,Fulham,Newcastle,0,4,2019-05-12 00:00:00+00:00
2018-19,Leicester,Chelsea,0,0,2019-05-12 00:00:00+00:00
2018-19,Liverpool,Wolves,2,0,2019-05-12 00:00:00+00:00
2018-19,Man United,Cardiff,0,2,2019-05-12 00:00:00+00:00
2018-19,Southampton,Huddersfield,1,1,2019-05-12 00:00:00+00:00
2018-19,Tottenham,Everton,2,2,2019-05-12 00:00:00+00:00
2018-19,Watford,West Ham,1,4,2019-05-12 00:00:00+00:00
2019-20,Liverpool,Norwich,4,1,2019-08-09 20:00:00+00:00
2019-20,West Ham,Man City,0,5,2019-08-10 12:30:00+00:00
2019-20,Bournemouth,Sheffield United,1,1,2019-08-10 15:00:00+00:00
2019-20,Burnley,Southampton,3,0,2019-08-10 15:00:00+00:00
2019-20,Crystal Palace,Everton,0,0,2019-08-10 15:00:00+00:00
2019-20,Watford,Brighton,0,3,2019-08-10 15:00:00+00:00
2019-20,Tottenham,Aston Villa,3,1,2019-08-10 17:30:00+00:00
2019-20,Leicester,Wolves,0,0,2019-08-11 14:00:00+00:00
2019-20,Newcastle,Arsenal,0,1,2019-08-11 14:00:00+00:00
2019-20,Man United,Chelsea,4,0,2019-08-11 16:30:00+00:00
2019-20,Arsenal,Burnley,2,1,2019-08-17 12:30:00+00:00
2019-20,Aston Villa,Bournemouth,1,2,2019-08-17 15:00:00+00:00
2019-20,Brighton,West Ham,1,1,2019-08-17 15:00:00+00:00
2019-20,Everton,Watford,1,0,2019-08-17 15:00:00+00:00
2019-20,Norwich,Newcastle,3,1,2019-08-17 15:00:00+00:00
2019-20,Southampton,Liverpool,1,2,2019-08-17 15:00:00+00:00
2019-20,Man City,Tottenham,2,2,2019-08-17 17:30:00+00:00
2019-20,Sheffield United,Crystal Palace,1,0,2019-08-18 14:00:00+00:00
2019-20,Chelsea,Leicester,1,1,2019-08-18 16:30:00+00:00
2019-20,Wolves,Man United,1,1,2019-08-19 20:00:00+00:00
2019-20,Aston Villa,Everton,2,0,2019-08-23 20:00:00+00:00
2019-20,Norwich,Chelsea,2,3,2019-08-24 12:30:00+00:00
2019-20,Brighton,Southampton,0,2,2019-08-24 15:00:00+00:00
2019-20,Man United,Crystal Palace,1,2,2019-08-24 15:00:00+00:00
2019-20,Sheffield United,Leicester,1,2,2019-08-24 15:00:00+00:00
2019-20,Watford,West Ham,1,3,2019-08-24 15:00:00+00:00
2019-20,Liverpool,Arsenal,3,1,2019-08-24 17:30:00+00:00
2019-20,Bournemouth,Man City,1,3,2019-08-25 14:00:00+00:00
2019-20,Tottenham,Newcastle,0,1,2019-08-25 16:30:00+00:00
2019-20,Wolves,Burnley,1,1,2019-08-25 16:30:00+00:00
2019-20,Southampton,Man United,1,1,2019-08-31 12:30:00+00:00
2019-20,Chelsea,Sheffield United,2,2,2019-08-31 15:00:00+00:00
2019-20,Crystal Palace,Aston Villa,1,0,2019-08-31 15:00:00+00:00
2019-20,Leicester,Bournemouth,3,1,2019-08-31 15:00:00+00:00
2019-20,Man City,Brighton,4,0,2019-08-31 15:00:00+00:00
2019-20,Newcastle,Watford,1,1,2019-08-31 15:00:00+00:00
2019-20,West Ham,Norwich,2,0,2019-08-31 15:00:00+00:00
2019-20,Burnley,Liverpool,0,3,2019-08-31 17:30:00+00:00
2019-20,Everton,Wolves,3,2,2019-09-01 14:00:00+00:00
2019-20,Arsenal,Tottenham,2,2,2019-09-01 16:30:00+00:00
2019-20,Liverpool,Newcastle,3,1,2019-09-14 12:30:00+00:00
2019-20,Brighton,Burnley,1,1,2019-09-14 15:00:00+00:00
2019-20,Man United,Leicester,1,0,2019-09-14 15:00:00+00:00
2019-20,Sheffield United,Southampton,0,1,2019-09-14 15:00:00+00:00
2019-20,Tottenham,Crystal Palace,4,0,2019-09-14 15:00:00+00:00
2019-20,Wolves,Chelsea,2,5,2019-09-14 15:00:00+00:00
2019-20,Norwich,Man City,3,2,2019-09-14 17:30:00+00:00
2019-20,Bournemouth,Everton,3,1,2019-09-15 14:00:00+00:00
2019-20,Watford,Arsenal,2,2,2019-09-15 16:30:00+00:00
2019-20,Aston Villa,West Ham,0,0,2019-09-16 20:00:00+00:00
2019-20,Southampton,Bournemouth,1,3,2019-09-20 20:00:00+00:00
2019-20,Leicester,Tottenham,2,1,2019-09-21 12:30:00+00:00
2019-20,Burnley,Norwich,2,0,2019-09-21 15:00:00+00:00
2019-20,Everton,Sheffield United,0,2,2019-09-21 15:00:00+00:00
2019-20,Man City,Watford,8,0,2019-09-21 15:00:00+00:00
2019-20,Newcastle,Brighton,0,0,2019-09-21 17:30:00+00:00
2019-20,Crystal Palace,Wolves,1,1,2019-09-22 14:00:00+00:00
2019-20,West Ham,Man United,2,0,2019-09-22 14:00:00+00:00
2019-20,Arsenal,Aston Villa,3,2,2019-09-22 16:30:00+00:00
2019-20,Chelsea,Liverpool,1,2,2019-09-22 16:30:00+00:00
2019-20,Sheffield United,Liverpool,0,1,2019-09-28 12:30:00+00:00
2019-20,Aston Villa,Burnley,2,2,2019-09-28 15:00:00+00:00
2019-20,Bournemouth,West Ham,2,2,2019-09-28 15:00:00+00:00
2019-20,Chelsea,Brighton,2,0,2019-09-28 15:00:00+00:00
2019-20,Crystal Palace,Norwich,2,0,2019-09-28 15:00:00+00:00
2019-20,Tottenham,Southampton,2,1,2019-09-28 15:00:00+00:00
2019-20,Wolves,Watford,2,0,2019-09-28 15:00:00+00:00
2019-20,Everton,Man City,1,3,2019-09-28 17:30:00+00:00
2019-20,Leicester,Newcastle,5,0,2019-09-29 16:30:00+00:00
2019-20,Man United,Arsenal,1,1,2019-09-30 20:00:00+00:00
2019-20,Brighton,Tottenham,3,0,2019-10-05 12:30:00+00:00
2019-20,Burnley,Everton,1,0,2019-10-05 15:00:00+00:00
2019-20,Liverpool,Leicester,2,1,2019-10-05 15:00:00+00:00
2019-20,Norwich,Aston Villa,1,5,2019-10-05 15:00:00+00:00
2019-20,Watford,Sheffield United,0,0,2019-10-05 15:00:00+00:00
2019-20,West Ham,Crystal Palace,1,2,2019-10-05 17:30:00+00:00
2019-20,Arsenal,Bournemouth,1,0,2019-10-06 14:00:00+00:00
2019-20,Man City,Wolves,0,2,2019-10-06 14:00:00+00:00
2019-20,Southampton,Chelsea,1,4,2019-10-06 14:00:00+00:00
2019-20,Newcastle,Man United,1,0,2019-10-06 16:30:00+00:00
2019-20,Everton,West Ham,2,0,2019-10-19 12:30:00+00:00
2019-20,Aston Villa,Brighton,2,1,2019-10-19 15:00:00+00:00
2019-20,Bournemouth,Norwich,0,0,2019-10-19 15:00:00+00:00
2019-20,Chelsea,Newcastle,1,0,2019-10-19 15:00:00+00:00
2019-20,Leicester,Burnley,2,1,2019-10-19 15:00:00+00:00
2019-20,Tottenham,Watford,1,1,2019-10-19 15:00:00+00:00
2019-20,Wolves,Southampton,1,1,2019-10-19 15:00:00+00:00
2019-20,Crystal Palace,Man City,0,2,2019-10-19 17:30:00+00:00
2019-20,Man United,Liverpool,1,1,2019-10-20 16:30:00+00:00
2019-20,Sheffield United,Arsenal,1,0,2019-10-21 20:00:00+00:00
2019-20,Southampton,Leicester,0,9,2019-10-25 20:00:00+00:00
2019-20,Man City,Aston Villa,3,0,2019-10-26 12:30:00+00:00
2019-20,Brighton,Everton,3,2,2019-10-26 15:00:00+00:00
2019-20,Watford,Bournemouth,0,0,2019-10-26 15:00:00+00:00
2019-20,West Ham,Sheffield United,1,1,2019-10-26 15:00:00+00:00
2019-20,Burnley,Chelsea,2,4,2019-10-26 17:30:00+00:00
2019-20,Newcastle,Wolves,1,1,2019-10-27 14:00:00+00:00
2019-20,Arsenal,Crystal Palace,2,2,2019-10-27 16:30:00+00:00
2019-20,Liverpool,Tottenham,2,1,2019-10-27 16:30:00+00:00
2019-20,Norwich,Man United,1,3,2019-10-27 16:30:00+00:00
2019-20,Bournemouth,Man United,1,0,2019-11-02 12:30:00+00:00
2019-20,Arsenal,Wolves,1,1,2019-11-02 15:00:00+00:00
2019-20,Aston Villa,Liverpool,1,2,2019-11-02 15:00:00+00:00
2019-20,Brighton,Norwich,2,0,2019-11-02 15:00:00+00:00
2019-20,Man City,Southampton,2,1,2019-11-02 15:00:00+00:00
2019-20,Sheffield United,Burnley,3,0,2019-11-02 15:00:00+00:00
2019-20,West Ham,Newcastle,2,3,2019-11-02 15:00:00+00:00
2019-20,Watford,Chelsea,1,2,2019-11-02 17:30:00+00:00
2019-20,Crystal Palace,Leicester,0,2,2019-11-03 14:00:00+00:00
2019-20,Everton,Tottenham,1,1,2019-11-03 16:30:00+00:00
2019-20,Norwich,Watford,0,2,2019-11-08 20:00:00+00:00
2019-20,Chelsea,Crystal Palace,2,0,2019-11-09 12:30:00+00:00
2019-20,Burnley,West Ham,3,0,2019-11-09 15:00:00+00:00
2019-20,Newcastle,Bournemouth,2,1,2019-11-09 15:00:00+00:00
2019-20,Southampton,Everton,1,2,2019-11-09 15:00:00+00:00
2019-20,Tottenham,Sheffield United,1,1,2019-11-09 15:00:00+00:00
2019-20,Leicester,Arsenal,2,0,2019-11-09 17:30:00+00:00
2019-20,Man United,Brighton,3,1,2019-11-10 14:00:00+00:00
2019-20,Wolves,Aston Villa,2,1,2019-11-10 14:00:00+00:00
2019-20,Liverpool,Man City,3,1,2019-11-10 16:30:00+00:00
2019-20,West Ham,Tottenham,2,3,2019-11-23 12:30:00+00:00
2019-20,Arsenal,Southampton,2,2,2019-11-23 15:00:00+00:00
2019-20,Bournemouth,Wolves,1,2,2019-11-23 15:00:00+00:00
2019-20,Brighton,Leicester,0,2,2019-11-23 15:00:00+00:00
2019-20,Crystal Palace,Liverpool,1,2,2019-11-23 15:00:00+00:00
2019-20,Everton,Norwich,0,2,2019-11-23 15:00:00+00:00
2019-20,Watford,Burnley,0,3,2019-11-23 15:00:00+00:00
2019-20,Man City,Chelsea,2,1,2019-11-23 17:30:00+00:00
2019-20,Sheffield United,Man United,3,3,2019-11-24 16:30:00+00:00
2019-20,Aston Villa,Newcastle,2,0,2019-11-25 20:00:00+00:00
2019-20,Newcastle,Man City,2,2,2019-11-30 12:30:00+00:00
2019-20,Burnley,Crystal Palace,0,2,2019-11-30 15:00:00+00:00
2019-20,Chelsea,West Ham,0,1,2019-11-30 15:00:00+00:00
2019-20,Liverpool,Brighton,2,1,2019-11-30 15:00:00+00:00
2019-20,Tottenham,Bournemouth,3,2,2019-11-30 15:00:00+00:00
2019-20,Southampton,Watford,2,1,2019-11-30 17:30:00+00:00
2019-20,Norwich,Arsenal,2,2,2019-12-01 14:00:00+00:00
2019-20,Wolves,Sheffield United,1,1,2019-12-01 14:00:00+00:00
2019-20,Leicester,Everton,2,1,2019-12-01 16:30:00+00:00
2019-20,Man United,Aston Villa,2,2,2019-12-01 16:30:00+00:00
2019-20,Crystal Palace,Bournemouth,1,0,2019-12-03 19:30:00+00:00
2019-20,Burnley,Man City,1,4,2019-12-03 20:15:00+00:00
2019-20,Chelsea,Aston Villa,2,1,2019-12-04 19:30:00+00:00
2019-20,Leicester,Watford,2,0,2019-12-04 19:30:00+00:00
2019-20,Man United,Tottenham,2,1,2019-12-04 19:30:00+00:00
2019-20,Southampton,Norwich,2,1,2019-12-04 19:30:00+00:00
2019-20,Wolves,West Ham,2,0,2019-12-04 19:30:00+00:00
2019-20,Liverpool,Everton,5,2,2019-12-04 20:15:00+00:00
2019-20,Sheffield United,Newcastle,0,2,2019-12-05 19:30:00+00:00
2019-20,Arsenal,Brighton,1,2,2019-12-05 20:15:00+00:00
2019-20,Everton,Chelsea,3,1,2019-12-07 12:30:00+00:00
2019-20,Bournemouth,Liverpool,0,3,2019-12-07 15:00:00+00:00
2019-20,Tottenham,Burnley,5,0,2019-12-07 15:00:00+00:00
2019-20,Watford,Crystal Palace,0,0,2019-12-07 15:00:00+00:00
2019-20,Man City,Man United,1,2,2019-12-07 17:30:00+00:00
2019-20,Aston Villa,Leicester,1,4,2019-12-08 14:00:00+00:00
2019-20,Newcastle,Southampton,2,1,2019-12-08 14:00:00+00:00
2019-20,Norwich,Sheffield United,1,2,2019-12-08 14:00:00+00:00
2019-20,Brighton,Wolves,2,2,2019-12-08 16:30:00+00:00
2019-20,West Ham,Arsenal,1,3,2019-12-09 20:00:00+00:00
2019-20,Liverpool,Watford,2,0,2019-12-14 12:30:00+00:00
2019-20,Burnley,Newcastle,1,0,2019-12-14 15:00:00+00:00
2019-20,Chelsea,Bournemouth,0,1,2019-12-14 15:00:00+00:00
2019-20,Leicester,Norwich,1,1,2019-12-14 15:00:00+00:00
2019-20,Sheffield United,Aston Villa,2,0,2019-12-14 15:00:00+00:00
2019-20,Southampton,West Ham,0,1,2019-12-14 17:30:00+00:00
2019-20,Man United,Everton,1,1,2019-12-15 14:00:00+00:00
2019-20,Wolves,Tottenham,1,2,2019-12-15 14:00:00+00:00
2019-20,Arsenal,Man City,0,3,2019-12-15 16:30:00+00:00
2019-20,Crystal Palace,Brighton,1,1,2019-12-16 19:45:00+00:00
2019-20,Everton,Arsenal,0,0,2019-12-21 12:30:00+00:00
2019-20,Aston Villa,Southampton,1,3,2019-12-21 15:00:00+00:00
2019-20,Bournemouth,Burnley,0,1,2019-12-21 15:00:00+00:00
2019-20,Brighton,Sheffield United,0,1,2019-12-21 15:00:00+00:00
2019-20,Newcastle,Crystal Palace,1,0,2019-12-21 15:00:00+00:00
2019-20,Norwich,Wolves,1,2,2019-12-21 15:00:00+00:00
2019-20,Man City,Leicester,3,1,2019-12-21 17:30:00+00:00
2019-20,Watford,Man United,2,0,2019-12-22 14:00:00+00:00
2019-20,Tottenham,Chelsea,0,2,2019-12-22 16:30:00+00:00
2019-20,Tottenham,Brighton,2,1,2019-12-26 12:30:00+00:00
2019-20,Aston Villa,Norwich,1,0,2019-12-26 15:00:00+00:00
2019-20,Bournemouth,Arsenal,1,1,2019-12-26 15:00:00+00:00
2019-20,Chelsea,Southampton,0,2,2019-12-26 15:00:00+00:00
2019-20,Crystal Palace,West Ham,2,1,2019-12-26 15:00:00+00:00
2019-20,Everton,Burnley,1,0,2019-12-26 15:00:00+00:00
2019-20,Sheffield United,Watford,1,1,2019-12-26 15:00:00+00:00
2019-20,Man United,Newcastle,4,1,2019-12-26 17:30:00+00:00
2019-20,Leicester,Liverpool,0,4,2019-12-26 20:00:00+00:00
2019-20,Wolves,Man City,3,2,2019-12-27 19:45:00+00:00
2019-20,Brighton,Bournemouth,2,0,2019-12-28 12:30:00+00:00
2019-20,Newcastle,Everton,1,2,2019-12-28 15:00:00+00:00
2019-20,Southampton,Crystal Palace,1,1,2019-12-28 15:00:00+00:00
2019-20,Watford,Aston Villa,3,0,2019-12-28 15:00:00+00:00
2019-20,Norwich,Tottenham,2,2,2019-12-28 17:30:00+00:00
2019-20,West Ham,Leicester,1,2,2019-12-28 17:30:00+00:00
2019-20,Burnley,Man United,0,2,2019-12-28 19:45:00+00:00
2019-20,Arsenal,Chelsea,1,2,2019-12-29 14:00:00+00:00
2019-20,Liverpool,Wolves,1,0,2019-12-29 16:30:00+00:00
