team,datetime,competition,ranking,possession,total_shots,shots_on_target,big_chances,accurate_passes,accurate_passes_pc,fouls_committed,corners,blocked_shots,shots_inside_box,shots_outside_box,passes,passes_own_half,passes_opp_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,touches_in_opposition_box,opp,tournament
Austria,2021-10-12 18:45:00+00:00,World Cup,21,49.0,9.0,4.0,1.0,374.0,77.0,10.0,1.0,2.0,6.0,3.0,484.0,201.0,173.0,31.0,54.0,5.0,36.0,23.0,3.0,1.0,0.0,7.0,54.0,13.0,3.0,9.0,0.0,63.0,40.0,49.0,23.0,62.0,8.0,38.0,1302,,Denmark,1
Denmark,2021-10-12 18:45:00+00:00,World Cup,25,51.0,7.0,0.0,0.0,384.0,76.0,20.0,1.0,3.0,2.0,5.0,508.0,241.0,143.0,27.0,38.0,2.0,18.0,35.0,2.0,2.0,0.0,12.0,57.0,13.0,1.0,10.0,3.0,55.0,41.0,51.0,14.0,38.0,10.0,71.0,1302,,Austria,1
Hungary,2021-10-12 18:45:00+00:00,World Cup,4,64.0,11.0,5.0,4.0,578.0,91.0,8.0,8.0,1.0,8.0,3.0,634.0,252.0,326.0,34.0,71.0,3.0,11.0,21.0,2.0,1.0,0.0,7.0,64.0,9.0,3.0,8.0,0.0,40.0,31.0,53.0,9.0,47.0,13.0,59.0,1303,,England,1
England,2021-10-12 18:45:00+00:00,World Cup,26,36.0,6.0,1.0,1.0,296.0,82.0,9.0,2.0,3.0,5.0,1.0,362.0,232.0,64.0,9.0,26.0,2.0,17.0,14.0,2.0,1.0,0.0,13.0,81.0,10.0,1.0,30.0,4.0,37.0,27.0,47.0,10.0,53.0,4.0,44.0,1303,,Hungary,1
Scotland,2021-10-12 18:45:00+00:00,World Cup,133,32.0,9.0,3.0,2.0,177.0,66.0,15.0,1.0,1.0,6.0,3.0,267.0,95.0,82.0,24.0,32.0,3.0,33.0,23.0,3.0,1.0,0.0,11.0,73.0,15.0,6.0,32.0,4.0,55.0,30.0,48.0,25.0,58.0,5.0,42.0,1304,,Faroe Islands,1
Faroe Islands,2021-10-12 18:45:00+00:00,World Cup,39,68.0,19.0,5.0,1.0,469.0,84.0,10.0,7.0,6.0,7.0,12.0,556.0,189.0,280.0,26.0,48.0,5.0,17.0,30.0,3.0,3.0,0.0,4.0,44.0,2.0,1.0,9.0,3.0,51.0,33.0,52.0,18.0,42.0,9.0,50.0,1304,,Scotland,1
Moldova,2021-10-12 18:45:00+00:00,World Cup,78,54.0,9.0,4.0,4.0,423.0,83.0,11.0,3.0,3.0,4.0,5.0,511.0,236.0,187.0,28.0,55.0,0.0,0.0,23.0,1.0,0.0,0.0,9.0,64.0,11.0,1.0,13.0,5.0,54.0,43.0,56.0,11.0,52.0,12.0,57.0,1305,,Israel,1
Israel,2021-10-12 18:45:00+00:00,World Cup,153,46.0,11.0,6.0,2.0,329.0,78.0,17.0,4.0,1.0,7.0,4.0,421.0,196.0,133.0,24.0,43.0,4.0,27.0,25.0,2.0,2.0,1.0,9.0,69.0,31.0,3.0,6.0,2.0,44.0,34.0,44.0,10.0,48.0,10.0,53.0,1305,,Moldova,1
Georgia,2021-10-12 18:45:00+00:00,World Cup,102,54.0,12.0,4.0,4.0,442.0,85.0,9.0,5.0,4.0,9.0,3.0,520.0,198.0,244.0,26.0,48.0,5.0,16.0,24.0,0.0,4.0,0.0,9.0,50.0,7.0,1.0,10.0,0.0,48.0,32.0,58.0,16.0,55.0,7.0,54.0,1306,,Kosovo,1
Kosovo,2021-10-12 18:45:00+00:00,World Cup,75,46.0,6.0,3.0,3.0,379.0,82.0,8.0,2.0,0.0,6.0,0.0,460.0,215.0,164.0,20.0,43.0,3.0,30.0,14.0,1.0,5.0,0.0,6.0,75.0,9.0,5.0,33.0,2.0,36.0,23.0,42.0,13.0,45.0,9.0,41.0,1306,,Georgia,1
Switzerland,2021-10-12 18:45:00+00:00,World Cup,137,30.0,6.0,0.0,1.0,221.0,73.0,4.0,3.0,0.0,4.0,2.0,302.0,116.0,105.0,27.0,47.0,3.0,23.0,20.0,0.0,0.0,0.0,12.0,57.0,11.0,4.0,27.0,6.0,46.0,38.0,63.0,8.0,32.0,7.0,88.0,1307,,Lithuania,1
Lithuania,2021-10-12 18:45:00+00:00,World Cup,19,70.0,22.0,11.0,4.0,643.0,88.0,11.0,8.0,3.0,14.0,8.0,733.0,302.0,341.0,36.0,60.0,6.0,26.0,34.0,0.0,0.0,0.0,3.0,38.0,3.0,0.0,9.0,0.0,39.0,22.0,37.0,17.0,68.0,10.0,53.0,1307,,Switzerland,1
Luxembourg,2021-10-12 18:45:00+00:00,World Cup,6,55.0,21.0,11.0,12.0,413.0,86.0,12.0,8.0,4.0,17.0,4.0,479.0,226.0,187.0,28.0,64.0,10.0,50.0,17.0,1.0,2.0,0.0,7.0,58.0,8.0,0.0,5.0,2.0,48.0,39.0,58.0,9.0,56.0,14.0,67.0,1308,,Portugal,1
Portugal,2021-10-12 18:45:00+00:00,World Cup,87,45.0,3.0,2.0,1.0,331.0,84.0,13.0,2.0,0.0,2.0,1.0,394.0,210.0,121.0,30.0,56.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,13.0,9.0,4.0,13.0,6.0,35.0,28.0,42.0,7.0,44.0,8.0,53.0,1308,,Luxembourg,1
Andorra,2021-10-12 18:45:00+00:00,World Cup,210,42.0,5.0,1.0,0.0,218.0,65.0,22.0,4.0,3.0,3.0,2.0,335.0,129.0,89.0,20.0,32.0,1.0,6.0,30.0,0.0,4.0,0.0,6.0,50.0,9.0,1.0,26.0,6.0,46.0,29.0,40.0,17.0,52.0,4.0,33.0,1309,,San Marino,1
San Marino,2021-10-12 18:45:00+00:00,World Cup,164,58.0,13.0,9.0,2.0,366.0,76.0,13.0,3.0,1.0,7.0,6.0,482.0,244.0,122.0,33.0,37.0,0.0,0.0,27.0,2.0,1.0,0.0,6.0,50.0,6.0,3.0,22.0,1.0,60.0,44.0,60.0,16.0,48.0,10.0,67.0,1309,,Andorra,1
Azerbaijan,2021-10-12 18:45:00+00:00,World Cup,33,57.0,22.0,11.0,6.0,484.0,86.0,13.0,7.0,4.0,18.0,4.0,562.0,207.0,277.0,33.0,67.0,8.0,33.0,13.0,1.0,0.0,0.0,10.0,63.0,12.0,0.0,12.0,0.0,56.0,38.0,49.0,18.0,62.0,13.0,81.0,1310,45.0,Serbia,1
Serbia,2021-10-12 18:45:00+00:00,World Cup,112,43.0,6.0,1.0,2.0,343.0,81.0,10.0,0.0,0.0,4.0,2.0,426.0,210.0,133.0,21.0,45.0,2.0,20.0,20.0,2.0,2.0,0.0,7.0,50.0,16.0,4.0,26.0,8.0,51.0,40.0,51.0,11.0,38.0,13.0,68.0,1310,13.0,Azerbaijan,1
Greece,2021-10-12 18:45:00+00:00,World Cup,27,42.0,7.0,4.0,2.0,320.0,81.0,13.0,5.0,2.0,5.0,2.0,397.0,170.0,150.0,20.0,36.0,1.0,8.0,16.0,0.0,2.0,0.0,13.0,76.0,5.0,1.0,21.0,3.0,52.0,39.0,51.0,13.0,45.0,7.0,58.0,1311,,Sweden,1
Sweden,2021-10-12 18:45:00+00:00,World Cup,50,58.0,10.0,3.0,0.0,466.0,84.0,15.0,4.0,1.0,7.0,3.0,554.0,276.0,190.0,19.0,37.0,3.0,27.0,23.0,5.0,2.0,1.0,9.0,50.0,7.0,2.0,13.0,2.0,53.0,37.0,49.0,16.0,55.0,6.0,40.0,1311,,Greece,1
Bosnia and Herzegovina,2021-10-12 18:45:00+00:00,World Cup,22,55.0,10.0,2.0,3.0,459.0,87.0,8.0,3.0,5.0,7.0,3.0,527.0,277.0,182.0,32.0,59.0,1.0,7.0,23.0,2.0,0.0,0.0,9.0,56.0,3.0,6.0,24.0,5.0,39.0,30.0,51.0,9.0,60.0,8.0,50.0,1312,,Ukraine,1
Ukraine,2021-10-12 18:45:00+00:00,World Cup,74,45.0,14.0,5.0,1.0,358.0,85.0,6.0,3.0,6.0,8.0,6.0,423.0,161.0,197.0,30.0,57.0,3.0,17.0,20.0,2.0,3.0,0.0,12.0,63.0,8.0,5.0,10.0,1.0,35.0,29.0,49.0,6.0,40.0,2.0,40.0,1312,,Bosnia and Herzegovina,1
Armenia,2024-09-10 18:45:00+00:00,World Cup,95,55.0,7.0,1.0,1.0,453.0,83.0,12.0,5.0,2.0,3.0,4.0,544.0,249.0,204.0,21.0,45.0,2.0,13.0,22.0,3.0,0.0,0.0,13.0,62.0,9.0,0.0,14.0,1.0,56.0,43.0,52.0,13.0,52.0,11.0,52.0,1313,,North Macedonia,1
North Macedonia,2024-09-10 18:45:00+00:00,World Cup,69,45.0,8.0,6.0,5.0,363.0,80.0,11.0,3.0,0.0,7.0,1.0,453.0,204.0,159.0,40.0,53.0,2.0,50.0,28.0,1.0,1.0,0.0,6.0,38.0,12.0,2.0,23.0,1.0,51.0,39.0,48.0,12.0,48.0,11.0,42.0,1313,,Armenia,1
Luxembourg,2021-11-11 17:00:00+00:00,World Cup,112,34.0,8.0,2.0,1.0,191.0,68.0,15.0,2.0,1.0,5.0,3.0,279.0,124.0,67.0,25.0,45.0,3.0,38.0,23.0,0.0,4.0,1.0,11.0,55.0,7.0,6.0,20.0,3.0,50.0,37.0,48.0,13.0,48.0,9.0,56.0,1314,7.0,Azerbaijan,1
Azerbaijan,2021-11-11 17:00:00+00:00,World Cup,87,66.0,23.0,6.0,2.0,473.0,87.0,10.0,3.0,6.0,10.0,13.0,546.0,161.0,312.0,28.0,57.0,4.0,25.0,21.0,1.0,1.0,0.0,7.0,54.0,14.0,1.0,4.0,1.0,54.0,40.0,52.0,14.0,52.0,13.0,62.0,1314,25.0,Luxembourg,1
Sweden,2021-11-11 17:00:00+00:00,World Cup,75,41.0,10.0,6.0,2.0,287.0,81.0,14.0,5.0,1.0,8.0,2.0,354.0,185.0,102.0,24.0,44.0,4.0,36.0,7.0,2.0,3.0,0.0,6.0,75.0,8.0,7.0,33.0,7.0,44.0,28.0,42.0,16.0,41.0,11.0,61.0,1315,,Georgia,1
Georgia,2021-11-11 17:00:00+00:00,World Cup,27,59.0,20.0,8.0,5.0,437.0,86.0,10.0,8.0,6.0,16.0,4.0,508.0,161.0,276.0,22.0,61.0,5.0,18.0,18.0,9.0,1.0,0.0,7.0,54.0,7.0,2.0,6.0,3.0,62.0,39.0,58.0,23.0,59.0,12.0,75.0,1315,,Sweden,1
Cyprus,2021-11-11 17:00:00+00:00,World Cup,35,61.0,22.0,13.0,8.0,460.0,84.0,10.0,3.0,3.0,15.0,7.0,550.0,260.0,200.0,27.0,46.0,3.0,30.0,20.0,4.0,0.0,0.0,9.0,64.0,10.0,2.0,7.0,1.0,52.0,37.0,61.0,15.0,50.0,14.0,82.0,1316,50.0,Russia,1
Russia,2021-11-11 17:00:00+00:00,World Cup,124,39.0,7.0,1.0,0.0,256.0,74.0,10.0,4.0,2.0,4.0,3.0,346.0,168.0,88.0,23.0,45.0,3.0,27.0,19.0,0.0,0.0,0.0,4.0,40.0,11.0,4.0,17.0,6.0,39.0,24.0,39.0,15.0,50.0,6.0,50.0,1316,8.0,Cyprus,1
Liechtenstein,2021-11-11 19:45:00+00:00,World Cup,16,82.0,42.0,23.0,11.0,674.0,88.0,5.0,13.0,8.0,30.0,12.0,763.0,69.0,605.0,21.0,81.0,9.0,24.0,30.0,3.0,1.0,0.0,12.0,71.0,7.0,1.0,0.0,0.0,38.0,27.0,54.0,11.0,61.0,9.0,69.0,1317,,Germany,1
Germany,2021-11-11 19:45:00+00:00,World Cup,202,18.0,4.0,0.0,0.0,100.0,58.0,1.0,0.0,1.0,0.0,4.0,171.0,79.0,21.0,24.0,38.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,10.0,15.0,9.0,48.0,14.0,30.0,23.0,46.0,7.0,39.0,9.0,69.0,1317,,Liechtenstein,1
Spain,2021-11-11 19:45:00+00:00,World Cup,50,27.0,3.0,1.0,0.0,228.0,75.0,9.0,2.0,1.0,3.0,0.0,302.0,163.0,65.0,23.0,42.0,2.0,22.0,16.0,3.0,4.0,0.0,14.0,74.0,14.0,6.0,15.0,2.0,47.0,39.0,50.0,8.0,38.0,6.0,43.0,1318,,Greece,1
Greece,2021-11-11 19:45:00+00:00,World Cup,8,73.0,12.0,3.0,2.0,754.0,93.0,15.0,5.0,6.0,8.0,4.0,815.0,341.0,413.0,40.0,73.0,5.0,28.0,23.0,2.0,2.0,0.0,8.0,57.0,9.0,1.0,15.0,1.0,52.0,39.0,50.0,13.0,62.0,16.0,59.0,1318,,Spain,1
Portugal,2021-11-11 19:45:00+00:00,World Cup,60,49.0,12.0,2.0,0.0,351.0,79.0,13.0,4.0,4.0,7.0,5.0,444.0,219.0,132.0,20.0,38.0,9.0,38.0,17.0,2.0,3.0,0.0,9.0,60.0,14.0,6.0,5.0,3.0,54.0,37.0,56.0,17.0,53.0,11.0,58.0,1319,,Ireland,1
Ireland,2021-11-11 19:45:00+00:00,World Cup,6,51.0,12.0,3.0,0.0,389.0,81.0,12.0,4.0,6.0,8.0,4.0,478.0,188.0,201.0,33.0,48.0,3.0,21.0,27.0,1.0,1.0,1.0,3.0,30.0,9.0,3.0,20.0,2.0,44.0,29.0,44.0,15.0,47.0,7.0,44.0,1319,,Portugal,1
Croatia,2021-11-11 19:45:00+00:00,World Cup,171,33.0,2.0,0.0,0.0,254.0,76.0,7.0,2.0,0.0,1.0,1.0,335.0,179.0,75.0,22.0,44.0,1.0,20.0,11.0,3.0,1.0,0.0,7.0,64.0,5.0,3.0,27.0,5.0,32.0,24.0,50.0,8.0,38.0,7.0,64.0,1320,,Malta,1
Malta,2021-11-11 19:45:00+00:00,World Cup,10,67.0,20.0,12.0,8.0,613.0,90.0,7.0,4.0,3.0,13.0,7.0,678.0,268.0,345.0,50.0,77.0,8.0,29.0,23.0,7.0,0.0,0.0,5.0,63.0,7.0,0.0,5.0,0.0,37.0,24.0,50.0,13.0,62.0,9.0,60.0,1320,,Croatia,1
Iceland,2021-11-11 19:45:00+00:00,World Cup,46,63.0,23.0,7.0,0.0,466.0,85.0,6.0,11.0,11.0,12.0,11.0,551.0,197.0,269.0,34.0,55.0,8.0,27.0,22.0,1.0,1.0,0.0,4.0,40.0,12.0,4.0,20.0,0.0,41.0,28.0,45.0,13.0,42.0,11.0,52.0,1321,45.0,Romania,1
Romania,2021-11-11 19:45:00+00:00,World Cup,72,37.0,8.0,1.0,1.0,222.0,72.0,7.0,6.0,3.0,6.0,2.0,310.0,120.0,102.0,19.0,33.0,4.0,19.0,23.0,3.0,1.0,0.0,5.0,28.0,10.0,10.0,39.0,7.0,52.0,34.0,55.0,18.0,58.0,10.0,77.0,1321,17.0,Iceland,1
Slovenia,2021-11-11 19:45:00+00:00,World Cup,48,64.0,21.0,6.0,2.0,553.0,91.0,17.0,8.0,8.0,13.0,8.0,609.0,248.0,305.0,22.0,73.0,12.0,32.0,21.0,1.0,2.0,0.0,7.0,58.0,2.0,2.0,6.0,1.0,48.0,38.0,46.0,10.0,53.0,12.0,55.0,1322,,Slovakia,1
Slovakia,2021-11-11 19:45:00+00:00,World Cup,57,36.0,5.0,3.0,1.0,282.0,81.0,17.0,3.0,2.0,3.0,2.0,350.0,153.0,129.0,23.0,46.0,1.0,17.0,9.0,0.0,1.0,1.0,6.0,38.0,12.0,6.0,29.0,4.0,53.0,44.0,54.0,9.0,47.0,12.0,57.0,1322,,Slovenia,1
Scotland,2021-11-12 17:00:00+00:00,World Cup,153,45.0,6.0,3.0,2.0,289.0,73.0,14.0,2.0,1.0,3.0,3.0,398.0,170.0,119.0,29.0,42.0,1.0,14.0,24.0,1.0,5.0,0.0,14.0,78.0,19.0,5.0,21.0,5.0,47.0,26.0,35.0,21.0,51.0,3.0,50.0,1323,,Moldova,1
Moldova,2021-11-12 17:00:00+00:00,World Cup,39,55.0,16.0,8.0,2.0,372.0,78.0,6.0,8.0,4.0,10.0,6.0,474.0,184.0,188.0,34.0,48.0,4.0,24.0,23.0,3.0,1.0,0.0,11.0,65.0,9.0,1.0,9.0,3.0,68.0,48.0,65.0,20.0,49.0,18.0,64.0,1323,,Scotland,1
Poland,2021-11-12 19:45:00+00:00,World Cup,164,21.0,2.0,1.0,0.0,73.0,47.0,17.0,0.0,0.0,1.0,1.0,156.0,45.0,28.0,19.0,26.0,1.0,33.0,19.0,0.0,3.0,1.0,4.0,36.0,12.0,3.0,17.0,4.0,38.0,33.0,52.0,5.0,25.0,5.0,63.0,1324,,Andorra,1
Andorra,2021-11-12 19:45:00+00:00,World Cup,28,79.0,18.0,8.0,7.0,498.0,87.0,17.0,7.0,3.0,12.0,6.0,574.0,163.0,335.0,32.0,67.0,12.0,41.0,11.0,1.0,2.0,0.0,7.0,78.0,7.0,0.0,11.0,0.0,45.0,30.0,48.0,15.0,75.0,4.0,44.0,1324,,Poland,1
Faroe Islands,2021-11-12 19:45:00+00:00,World Cup,21,68.0,19.0,4.0,3.0,502.0,83.0,6.0,2.0,8.0,9.0,10.0,604.0,169.0,333.0,22.0,47.0,5.0,45.0,26.0,0.0,1.0,0.0,10.0,71.0,10.0,1.0,21.0,1.0,57.0,34.0,51.0,23.0,62.0,4.0,33.0,1325,,Denmark,1
Denmark,2021-11-12 19:45:00+00:00,World Cup,133,32.0,3.0,2.0,1.0,175.0,63.0,18.0,0.0,1.0,2.0,1.0,278.0,98.0,77.0,25.0,36.0,3.0,27.0,27.0,1.0,3.0,0.0,12.0,57.0,19.0,7.0,24.0,1.0,47.0,33.0,49.0,14.0,38.0,6.0,67.0,1325,,Faroe Islands,1
Albania,2021-11-12 19:45:00+00:00,World Cup,4,64.0,15.0,6.0,4.0,580.0,87.0,3.0,4.0,3.0,12.0,3.0,667.0,334.0,246.0,31.0,60.0,5.0,38.0,17.0,1.0,0.0,0.0,8.0,57.0,5.0,1.0,4.0,4.0,57.0,43.0,61.0,14.0,70.0,18.0,64.0,1326,,England,1
England,2021-11-12 19:45:00+00:00,World Cup,66,36.0,5.0,4.0,1.0,316.0,81.0,14.0,0.0,1.0,2.0,3.0,389.0,241.0,75.0,20.0,37.0,0.0,0.0,10.0,3.0,4.0,0.0,11.0,55.0,16.0,3.0,16.0,1.0,34.0,28.0,39.0,6.0,30.0,5.0,50.0,1326,,Albania,1
San Marino,2021-11-12 19:45:00+00:00,World Cup,26,79.0,23.0,11.0,2.0,684.0,89.0,7.0,12.0,4.0,16.0,7.0,770.0,246.0,438.0,32.0,71.0,8.0,16.0,27.0,5.0,0.0,0.0,8.0,57.0,6.0,1.0,3.0,0.0,49.0,26.0,58.0,23.0,77.0,7.0,47.0,1327,,Hungary,1
Hungary,2021-11-12 19:45:00+00:00,World Cup,210,21.0,1.0,0.0,0.0,114.0,54.0,5.0,0.0,1.0,0.0,1.0,212.0,69.0,45.0,15.0,26.0,0.0,0.0,19.0,0.0,1.0,0.0,5.0,50.0,19.0,4.0,44.0,7.0,26.0,19.0,42.0,7.0,23.0,2.0,33.0,1327,,San Marino,1
Switzerland,2021-11-12 19:45:00+00:00,World Cup,9,64.0,11.0,4.0,3.0,564.0,87.0,8.0,6.0,4.0,9.0,2.0,651.0,281.0,283.0,38.0,63.0,5.0,42.0,27.0,2.0,2.0,0.0,7.0,50.0,11.0,2.0,8.0,1.0,48.0,34.0,59.0,14.0,56.0,9.0,82.0,1328,,Italy,1
Italy,2021-11-12 19:45:00+00:00,World Cup,19,36.0,10.0,2.0,1.0,281.0,77.0,13.0,1.0,2.0,4.0,6.0,367.0,153.0,128.0,24.0,40.0,2.0,29.0,12.0,1.0,3.0,0.0,6.0,60.0,14.0,4.0,15.0,3.0,35.0,24.0,41.0,11.0,44.0,6.0,46.0,1328,,Switzerland,1
Lithuania,2021-11-12 19:45:00+00:00,World Cup,73,65.0,15.0,5.0,1.0,442.0,80.0,9.0,7.0,5.0,13.0,2.0,552.0,202.0,240.0,29.0,48.0,6.0,24.0,29.0,3.0,0.0,0.0,8.0,67.0,15.0,1.0,14.0,3.0,57.0,35.0,63.0,22.0,71.0,7.0,64.0,1329,,Northern Ireland,1
Northern Ireland,2021-11-12 19:45:00+00:00,World Cup,137,35.0,7.0,3.0,0.0,187.0,62.0,16.0,4.0,1.0,4.0,3.0,301.0,113.0,74.0,16.0,26.0,2.0,22.0,31.0,1.0,1.0,0.0,9.0,90.0,12.0,5.0,20.0,5.0,30.0,21.0,38.0,9.0,29.0,4.0,33.0,1329,,Lithuania,1
Finland,2021-11-13 14:00:00+00:00,World Cup,74,68.0,28.0,7.0,1.0,497.0,88.0,14.0,13.0,6.0,19.0,9.0,567.0,200.0,297.0,31.0,67.0,17.0,30.0,16.0,0.0,2.0,0.0,6.0,55.0,8.0,1.0,7.0,2.0,42.0,26.0,47.0,16.0,44.0,4.0,50.0,1330,,Bosnia and Herzegovina,1
Bosnia and Herzegovina,2021-11-13 14:00:00+00:00,World Cup,61,32.0,8.0,5.0,3.0,215.0,74.0,11.0,1.0,2.0,6.0,2.0,290.0,73.0,142.0,25.0,47.0,3.0,30.0,22.0,1.0,0.0,1.0,5.0,50.0,9.0,6.0,43.0,6.0,49.0,29.0,53.0,20.0,56.0,7.0,70.0,1330,,Finland,1
Latvia,2021-11-13 17:00:00+00:00,World Cup,47,72.0,25.0,5.0,3.0,516.0,83.0,8.0,9.0,7.0,16.0,9.0,621.0,199.0,317.0,39.0,58.0,14.0,33.0,29.0,1.0,2.0,0.0,6.0,46.0,8.0,2.0,5.0,2.0,54.0,36.0,57.0,18.0,41.0,16.0,59.0,1331,,Norway,1
Norway,2021-11-13 17:00:00+00:00,World Cup,136,28.0,6.0,2.0,0.0,138.0,57.0,7.0,3.0,2.0,5.0,1.0,244.0,85.0,53.0,29.0,45.0,4.0,40.0,22.0,2.0,2.0,0.0,10.0,59.0,17.0,5.0,38.0,5.0,53.0,27.0,43.0,26.0,59.0,3.0,43.0,1331,,Latvia,1
Gibraltar,2021-11-13 17:00:00+00:00,World Cup,40,78.0,36.0,15.0,4.0,505.0,89.0,14.0,14.0,10.0,25.0,11.0,569.0,103.0,402.0,35.0,73.0,15.0,29.0,13.0,6.0,1.0,0.0,10.0,63.0,4.0,1.0,7.0,0.0,41.0,28.0,47.0,13.0,65.0,6.0,38.0,1332,,Türkiye,1
Türkiye,2021-11-13 17:00:00+00:00,World Cup,203,22.0,2.0,0.0,0.0,90.0,52.0,6.0,0.0,1.0,1.0,1.0,173.0,53.0,37.0,23.0,35.0,1.0,20.0,17.0,0.0,2.0,1.0,4.0,31.0,5.0,10.0,44.0,8.0,38.0,31.0,53.0,7.0,35.0,6.0,43.0,1332,,Gibraltar,1
Estonia,2021-11-13 19:45:00+00:00,World Cup,3,81.0,20.0,10.0,3.0,808.0,91.0,6.0,9.0,4.0,13.0,7.0,886.0,400.0,408.0,31.0,76.0,3.0,23.0,14.0,4.0,0.0,0.0,8.0,67.0,7.0,2.0,13.0,4.0,56.0,44.0,62.0,12.0,71.0,19.0,79.0,1333,,Belgium,1
Belgium,2021-11-13 19:45:00+00:00,World Cup,123,19.0,11.0,5.0,1.0,122.0,60.0,15.0,3.0,2.0,5.0,6.0,203.0,67.0,55.0,15.0,28.0,2.0,29.0,16.0,0.0,1.0,0.0,8.0,47.0,6.0,3.0,28.0,7.0,32.0,27.0,38.0,5.0,29.0,4.0,67.0,1333,,Estonia,1
Kazakhstan,2021-11-13 19:45:00+00:00,World Cup,2,66.0,20.0,14.0,8.0,660.0,91.0,13.0,6.0,3.0,15.0,5.0,722.0,236.0,424.0,34.0,87.0,7.0,35.0,12.0,2.0,1.0,0.0,5.0,83.0,5.0,1.0,4.0,3.0,42.0,29.0,48.0,13.0,65.0,14.0,56.0,1334,,France,1
France,2021-11-13 19:45:00+00:00,World Cup,103,34.0,5.0,3.0,0.0,305.0,80.0,9.0,1.0,1.0,2.0,3.0,380.0,208.0,97.0,22.0,39.0,2.0,33.0,4.0,0.0,2.0,0.0,12.0,67.0,3.0,3.0,17.0,6.0,39.0,32.0,52.0,7.0,35.0,1.0,25.0,1334,,Kazakhstan,1
Netherlands,2021-11-13 19:45:00+00:00,World Cup,70,26.0,11.0,3.0,1.0,155.0,69.0,16.0,5.0,5.0,10.0,1.0,225.0,101.0,54.0,19.0,34.0,5.0,36.0,10.0,0.0,2.0,0.0,4.0,40.0,13.0,2.0,12.0,1.0,34.0,27.0,45.0,7.0,44.0,6.0,50.0,1335,,Montenegro,1
Montenegro,2021-11-13 19:45:00+00:00,World Cup,7,74.0,9.0,3.0,2.0,607.0,89.0,11.0,1.0,2.0,7.0,2.0,682.0,201.0,406.0,28.0,57.0,3.0,20.0,16.0,2.0,1.0,0.0,3.0,33.0,7.0,5.0,9.0,1.0,42.0,33.0,55.0,9.0,56.0,9.0,75.0,1335,,Netherlands,1
Belarus,2021-11-13 19:45:00+00:00,World Cup,29,67.0,18.0,7.0,3.0,471.0,81.0,9.0,5.0,5.0,14.0,4.0,585.0,287.0,184.0,30.0,50.0,5.0,29.0,20.0,2.0,1.0,0.0,4.0,44.0,17.0,0.0,5.0,1.0,47.0,37.0,60.0,10.0,50.0,12.0,63.0,1336,,Wales,1
Wales,2021-11-13 19:45:00+00:00,World Cup,96,33.0,6.0,2.0,0.0,188.0,66.0,19.0,3.0,0.0,2.0,4.0,287.0,90.0,98.0,12.0,34.0,4.0,50.0,19.0,2.0,3.0,0.0,7.0,47.0,28.0,5.0,21.0,2.0,35.0,25.0,40.0,10.0,50.0,2.0,50.0,1336,,Belarus,1
Russia,2021-11-14 14:00:00+00:00,World Cup,10,68.0,19.0,5.0,3.0,497.0,80.0,13.0,7.0,5.0,11.0,8.0,621.0,174.0,323.0,40.0,53.0,11.0,23.0,32.0,1.0,2.0,0.0,1.0,17.0,7.0,0.0,9.0,0.0,46.0,28.0,54.0,18.0,44.0,13.0,81.0,1337,,Croatia,1
Croatia,2021-11-14 14:00:00+00:00,World Cup,35,32.0,2.0,0.0,0.0,169.0,56.0,9.0,2.0,0.0,0.0,2.0,304.0,115.0,54.0,25.0,29.0,0.0,0.0,23.0,1.0,2.0,0.0,8.0,89.0,11.0,4.0,36.0,5.0,47.0,24.0,46.0,23.0,56.0,2.0,50.0,1337,,Russia,1
Slovakia,2021-11-14 14:00:00+00:00,World Cup,171,30.0,1.0,0.0,0.0,196.0,74.0,11.0,0.0,0.0,0.0,1.0,265.0,119.0,77.0,12.0,29.0,1.0,33.0,13.0,0.0,2.0,2.0,5.0,38.0,13.0,5.0,23.0,10.0,31.0,26.0,42.0,5.0,33.0,8.0,44.0,1338,,Malta,1
Malta,2021-11-14 14:00:00+00:00,World Cup,48,70.0,26.0,16.0,5.0,557.0,90.0,6.0,10.0,5.0,17.0,9.0,618.0,227.0,330.0,27.0,75.0,7.0,32.0,26.0,3.0,0.0,0.0,11.0,65.0,10.0,0.0,2.0,0.0,46.0,36.0,58.0,10.0,67.0,8.0,44.0,1338,,Slovakia,1
Cyprus,2021-11-14 14:00:00+00:00,World Cup,57,68.0,16.0,4.0,4.0,589.0,88.0,12.0,8.0,5.0,14.0,2.0,667.0,279.0,310.0,29.0,66.0,7.0,29.0,15.0,1.0,2.0,0.0,11.0,69.0,10.0,1.0,11.0,1.0,49.0,39.0,49.0,10.0,53.0,13.0,48.0,1339,34.0,Slovenia,1
