team,datetime,competition,ranking,possession,total_shots,shots_on_target,big_chances,accurate_passes,accurate_passes_pc,fouls_committed,corners,blocked_shots,shots_inside_box,shots_outside_box,passes,passes_own_half,passes_opp_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,touches_in_opposition_box,opp,tournament
Slovenia,2021-11-14 14:00:00+00:00,World Cup,124,32.0,4.0,2.0,0.0,233.0,75.0,10.0,2.0,1.0,1.0,3.0,309.0,154.0,79.0,22.0,44.0,1.0,8.0,13.0,4.0,3.0,0.0,13.0,57.0,12.0,5.0,28.0,2.0,50.0,41.0,51.0,9.0,47.0,7.0,50.0,1339,8.0,Cyprus,1
Germany,2021-11-14 17:00:00+00:00,World Cup,95,26.0,4.0,1.0,1.0,193.0,68.0,9.0,1.0,1.0,3.0,1.0,285.0,133.0,60.0,17.0,30.0,0.0,0.0,19.0,0.0,1.0,0.0,7.0,50.0,10.0,3.0,19.0,5.0,31.0,27.0,45.0,4.0,22.0,6.0,50.0,1340,,Armenia,1
Armenia,2021-11-14 17:00:00+00:00,World Cup,16,74.0,20.0,9.0,5.0,739.0,89.0,7.0,8.0,4.0,14.0,6.0,828.0,194.0,545.0,20.0,63.0,6.0,29.0,20.0,1.0,2.0,0.0,8.0,67.0,8.0,1.0,7.0,0.0,47.0,33.0,55.0,14.0,78.0,12.0,67.0,1340,,Germany,1
Romania,2021-11-14 17:00:00+00:00,World Cup,202,28.0,3.0,1.0,0.0,159.0,62.0,12.0,2.0,0.0,0.0,3.0,257.0,101.0,58.0,22.0,31.0,0.0,0.0,14.0,1.0,3.0,0.0,16.0,76.0,13.0,5.0,39.0,15.0,43.0,35.0,49.0,8.0,28.0,4.0,29.0,1341,3.0,Liechtenstein,1
Liechtenstein,2021-11-14 17:00:00+00:00,World Cup,46,72.0,38.0,17.0,6.0,583.0,89.0,10.0,15.0,5.0,26.0,12.0,656.0,130.0,453.0,52.0,75.0,14.0,29.0,17.0,0.0,0.0,0.0,6.0,35.0,7.0,0.0,7.0,1.0,57.0,36.0,51.0,21.0,72.0,10.0,43.0,1341,58.0,Romania,1
Iceland,2021-11-14 17:00:00+00:00,World Cup,69,57.0,19.0,7.0,2.0,393.0,84.0,9.0,7.0,5.0,11.0,8.0,468.0,200.0,193.0,43.0,54.0,3.0,18.0,20.0,2.0,5.0,0.0,4.0,57.0,4.0,3.0,11.0,0.0,54.0,32.0,54.0,22.0,58.0,8.0,50.0,1342,,North Macedonia,1
North Macedonia,2021-11-14 17:00:00+00:00,World Cup,72,43.0,5.0,1.0,1.0,272.0,76.0,18.0,3.0,3.0,2.0,3.0,360.0,182.0,90.0,24.0,42.0,1.0,11.0,15.0,1.0,3.0,1.0,7.0,70.0,7.0,5.0,24.0,4.0,43.0,27.0,46.0,16.0,42.0,8.0,80.0,1342,,Iceland,1
Kosovo,2022-06-12 18:45:00+00:00,World Cup,50,70.0,20.0,6.0,1.0,639.0,90.0,15.0,5.0,3.0,14.0,6.0,708.0,303.0,336.0,40.0,67.0,9.0,28.0,26.0,0.0,0.0,0.0,5.0,56.0,7.0,0.0,11.0,2.0,41.0,32.0,48.0,9.0,43.0,7.0,58.0,1343,,Greece,1
Greece,2022-06-12 18:45:00+00:00,World Cup,102,30.0,8.0,3.0,2.0,233.0,77.0,16.0,2.0,0.0,4.0,4.0,302.0,125.0,108.0,18.0,41.0,2.0,20.0,14.0,1.0,2.0,0.0,9.0,75.0,11.0,3.0,28.0,5.0,46.0,34.0,52.0,12.0,57.0,9.0,60.0,1343,,Kosovo,1
Ireland,2021-11-14 19:45:00+00:00,World Cup,87,44.0,8.0,2.0,0.0,290.0,78.0,14.0,2.0,4.0,2.0,6.0,372.0,181.0,109.0,20.0,39.0,1.0,8.0,17.0,0.0,4.0,0.0,3.0,38.0,10.0,4.0,23.0,4.0,37.0,33.0,53.0,4.0,19.0,12.0,75.0,1344,,Luxembourg,1
Luxembourg,2021-11-14 19:45:00+00:00,World Cup,60,56.0,17.0,7.0,3.0,381.0,83.0,14.0,8.0,4.0,12.0,5.0,458.0,223.0,158.0,28.0,48.0,7.0,29.0,19.0,2.0,4.0,0.0,2.0,29.0,8.0,4.0,10.0,2.0,46.0,29.0,47.0,17.0,81.0,8.0,80.0,1344,,Ireland,1
Serbia,2021-11-14 19:45:00+00:00,World Cup,6,43.0,9.0,3.0,0.0,269.0,78.0,8.0,3.0,2.0,5.0,4.0,344.0,172.0,97.0,17.0,37.0,2.0,15.0,23.0,1.0,3.0,0.0,8.0,57.0,21.0,1.0,25.0,1.0,48.0,39.0,56.0,9.0,38.0,13.0,57.0,1345,,Portugal,1
Portugal,2021-11-14 19:45:00+00:00,World Cup,33,57.0,11.0,3.0,0.0,359.0,82.0,13.0,10.0,1.0,7.0,4.0,440.0,147.0,212.0,17.0,49.0,7.0,19.0,19.0,3.0,4.0,0.0,10.0,67.0,11.0,2.0,15.0,2.0,46.0,31.0,44.0,15.0,63.0,8.0,57.0,1345,,Serbia,1
Sweden,2021-11-14 19:45:00+00:00,World Cup,8,72.0,12.0,4.0,1.0,669.0,89.0,13.0,5.0,3.0,7.0,5.0,748.0,317.0,352.0,23.0,61.0,1.0,5.0,13.0,3.0,1.0,0.0,2.0,100.0,7.0,2.0,20.0,0.0,44.0,25.0,46.0,19.0,59.0,8.0,50.0,1346,,Spain,1
Spain,2021-11-14 19:45:00+00:00,World Cup,27,28.0,8.0,0.0,1.0,196.0,70.0,15.0,4.0,2.0,5.0,3.0,281.0,127.0,69.0,21.0,41.0,2.0,22.0,15.0,1.0,2.0,0.0,4.0,40.0,13.0,3.0,28.0,3.0,42.0,29.0,54.0,13.0,41.0,8.0,89.0,1346,,Sweden,1
Andorra,2021-11-15 19:45:00+00:00,World Cup,66,75.0,19.0,6.0,5.0,466.0,83.0,8.0,4.0,6.0,13.0,6.0,563.0,179.0,287.0,30.0,54.0,13.0,41.0,25.0,3.0,1.0,0.0,10.0,77.0,3.0,1.0,9.0,3.0,77.0,46.0,67.0,31.0,78.0,16.0,76.0,1347,,Albania,1
Albania,2021-11-15 19:45:00+00:00,World Cup,164,25.0,9.0,3.0,0.0,98.0,52.0,18.0,4.0,1.0,3.0,6.0,187.0,59.0,39.0,17.0,24.0,1.0,9.0,18.0,4.0,3.0,0.0,6.0,60.0,9.0,7.0,40.0,4.0,32.0,23.0,33.0,9.0,23.0,6.0,67.0,1347,,Andorra,1
Moldova,2021-11-15 19:45:00+00:00,World Cup,25,64.0,17.0,7.0,1.0,532.0,88.0,12.0,8.0,7.0,13.0,4.0,603.0,252.0,280.0,27.0,75.0,4.0,19.0,22.0,4.0,0.0,0.0,10.0,83.0,7.0,3.0,7.0,0.0,58.0,51.0,60.0,7.0,78.0,21.0,84.0,1348,,Austria,1
Austria,2021-11-15 19:45:00+00:00,World Cup,153,36.0,6.0,1.0,1.0,264.0,80.0,19.0,1.0,3.0,4.0,2.0,331.0,146.0,118.0,15.0,42.0,0.0,0.0,21.0,1.0,1.0,0.0,8.0,67.0,15.0,5.0,20.0,3.0,36.0,34.0,40.0,2.0,22.0,10.0,59.0,1348,,Moldova,1
Faroe Islands,2021-11-15 19:45:00+00:00,World Cup,78,62.0,14.0,6.0,6.0,448.0,84.0,9.0,10.0,2.0,11.0,3.0,536.0,206.0,242.0,26.0,57.0,4.0,29.0,19.0,4.0,1.0,0.0,11.0,55.0,15.0,1.0,11.0,1.0,52.0,33.0,52.0,19.0,63.0,5.0,50.0,1349,,Israel,1
Israel,2021-11-15 19:45:00+00:00,World Cup,133,38.0,7.0,3.0,2.0,243.0,76.0,9.0,2.0,1.0,3.0,4.0,321.0,125.0,118.0,20.0,40.0,2.0,22.0,16.0,2.0,0.0,0.0,10.0,67.0,12.0,2.0,19.0,3.0,42.0,31.0,48.0,11.0,37.0,7.0,47.0,1349,,Faroe Islands,1
Italy,2021-11-15 19:45:00+00:00,World Cup,73,29.0,4.0,2.0,2.0,182.0,67.0,11.0,3.0,0.0,4.0,0.0,270.0,90.0,92.0,27.0,38.0,1.0,10.0,11.0,1.0,2.0,0.0,6.0,60.0,6.0,2.0,32.0,6.0,35.0,21.0,40.0,14.0,50.0,1.0,11.0,1350,,Northern Ireland,1
Northern Ireland,2021-11-15 19:45:00+00:00,World Cup,9,71.0,12.0,6.0,1.0,607.0,88.0,11.0,12.0,2.0,8.0,4.0,692.0,244.0,363.0,58.0,68.0,6.0,27.0,25.0,3.0,2.0,0.0,6.0,50.0,8.0,1.0,13.0,1.0,46.0,32.0,60.0,14.0,50.0,11.0,73.0,1350,,Italy,1
Hungary,2021-11-15 19:45:00+00:00,World Cup,28,63.0,15.0,6.0,1.0,471.0,85.0,17.0,9.0,7.0,8.0,7.0,552.0,236.0,235.0,26.0,53.0,4.0,14.0,17.0,0.0,4.0,0.0,16.0,73.0,12.0,2.0,12.0,2.0,66.0,53.0,54.0,13.0,62.0,15.0,56.0,1351,,Poland,1
Poland,2021-11-15 19:45:00+00:00,World Cup,26,37.0,8.0,4.0,2.0,240.0,74.0,16.0,2.0,2.0,6.0,2.0,324.0,175.0,65.0,15.0,33.0,0.0,0.0,22.0,0.0,4.0,0.0,13.0,57.0,7.0,7.0,32.0,5.0,53.0,45.0,46.0,8.0,38.0,5.0,42.0,1351,,Hungary,1
England,2021-11-15 19:45:00+00:00,World Cup,210,15.0,2.0,1.0,0.0,93.0,59.0,11.0,1.0,0.0,0.0,2.0,157.0,68.0,25.0,10.0,19.0,0.0,0.0,7.0,0.0,3.0,1.0,10.0,56.0,12.0,3.0,20.0,4.0,30.0,26.0,42.0,4.0,25.0,1.0,33.0,1352,,San Marino,1
San Marino,2021-11-15 19:45:00+00:00,World Cup,4,85.0,22.0,13.0,11.0,824.0,94.0,8.0,4.0,4.0,20.0,2.0,880.0,289.0,535.0,41.0,80.0,8.0,38.0,13.0,0.0,1.0,0.0,6.0,75.0,6.0,0.0,9.0,1.0,48.0,36.0,58.0,12.0,75.0,20.0,65.0,1352,,England,1
Denmark,2021-11-15 19:45:00+00:00,World Cup,39,41.0,9.0,5.0,3.0,296.0,76.0,6.0,10.0,2.0,6.0,3.0,389.0,163.0,133.0,33.0,46.0,5.0,20.0,21.0,1.0,0.0,0.0,3.0,33.0,13.0,6.0,28.0,2.0,38.0,23.0,56.0,15.0,47.0,6.0,46.0,1353,,Scotland,1
Scotland,2021-11-15 19:45:00+00:00,World Cup,21,59.0,10.0,2.0,0.0,481.0,84.0,8.0,6.0,6.0,6.0,4.0,575.0,263.0,218.0,22.0,52.0,3.0,11.0,25.0,1.0,1.0,0.0,4.0,40.0,11.0,3.0,29.0,2.0,35.0,18.0,44.0,17.0,53.0,5.0,63.0,1353,,Denmark,1
Bulgaria,2021-11-15 19:45:00+00:00,World Cup,19,69.0,18.0,9.0,3.0,466.0,84.0,15.0,18.0,2.0,13.0,5.0,557.0,199.0,267.0,34.0,61.0,5.0,13.0,25.0,3.0,2.0,0.0,3.0,38.0,12.0,0.0,4.0,0.0,32.0,22.0,39.0,10.0,38.0,9.0,56.0,1354,,Switzerland,1
Switzerland,2021-11-15 19:45:00+00:00,World Cup,83,31.0,1.0,0.0,0.0,157.0,60.0,5.0,1.0,0.0,0.0,1.0,263.0,98.0,59.0,28.0,39.0,0.0,0.0,18.0,0.0,2.0,0.0,7.0,47.0,15.0,2.0,35.0,5.0,50.0,34.0,61.0,16.0,62.0,4.0,33.0,1354,,Bulgaria,1
Ukraine,2021-11-16 19:45:00+00:00,World Cup,74,43.0,7.0,3.0,1.0,323.0,78.0,12.0,4.0,2.0,5.0,2.0,414.0,200.0,123.0,26.0,41.0,5.0,38.0,23.0,2.0,2.0,0.0,10.0,48.0,20.0,3.0,15.0,2.0,51.0,35.0,49.0,16.0,57.0,8.0,47.0,1355,,Bosnia and Herzegovina,1
Bosnia and Herzegovina,2021-11-16 19:45:00+00:00,World Cup,22,57.0,15.0,5.0,5.0,461.0,83.0,6.0,3.0,2.0,6.0,9.0,558.0,248.0,213.0,27.0,45.0,1.0,9.0,25.0,1.0,1.0,0.0,8.0,50.0,15.0,2.0,14.0,3.0,48.0,36.0,51.0,12.0,43.0,8.0,47.0,1355,,Ukraine,1
Estonia,2021-11-16 19:45:00+00:00,World Cup,36,62.0,22.0,7.0,2.0,390.0,78.0,11.0,6.0,5.0,14.0,8.0,501.0,147.0,243.0,29.0,48.0,6.0,24.0,31.0,0.0,2.0,0.0,5.0,63.0,11.0,6.0,10.0,2.0,41.0,25.0,51.0,16.0,43.0,6.0,75.0,1356,,Czechia,1
Czechia,2021-11-16 19:45:00+00:00,World Cup,123,38.0,12.0,2.0,0.0,207.0,67.0,11.0,3.0,6.0,8.0,4.0,311.0,106.0,101.0,32.0,44.0,1.0,9.0,29.0,0.0,3.0,0.0,4.0,29.0,8.0,5.0,38.0,5.0,45.0,24.0,49.0,21.0,57.0,1.0,14.0,1356,,Estonia,1
France,2021-11-16 19:45:00+00:00,World Cup,61,47.0,8.0,1.0,0.0,401.0,83.0,3.0,6.0,2.0,2.0,6.0,483.0,150.0,251.0,15.0,50.0,2.0,15.0,30.0,1.0,1.0,0.0,5.0,50.0,12.0,0.0,10.0,3.0,24.0,21.0,50.0,3.0,16.0,7.0,78.0,1357,,Finland,1
Finland,2021-11-16 19:45:00+00:00,World Cup,2,53.0,8.0,5.0,0.0,466.0,85.0,4.0,1.0,0.0,5.0,3.0,550.0,197.0,269.0,33.0,55.0,0.0,0.0,27.0,2.0,0.0,0.0,7.0,64.0,12.0,2.0,24.0,1.0,37.0,21.0,50.0,16.0,84.0,7.0,50.0,1357,,France,1
Latvia,2021-11-16 19:45:00+00:00,World Cup,203,43.0,8.0,3.0,1.0,261.0,76.0,10.0,1.0,2.0,4.0,4.0,343.0,149.0,112.0,31.0,44.0,2.0,17.0,13.0,0.0,4.0,0.0,6.0,67.0,5.0,1.0,22.0,2.0,54.0,36.0,54.0,18.0,42.0,12.0,71.0,1358,,Gibraltar,1
Gibraltar,2021-11-16 19:45:00+00:00,World Cup,136,57.0,9.0,5.0,3.0,352.0,81.0,15.0,5.0,1.0,8.0,1.0,436.0,186.0,166.0,28.0,44.0,13.0,37.0,20.0,2.0,3.0,0.0,6.0,43.0,6.0,2.0,14.0,2.0,56.0,31.0,46.0,25.0,58.0,7.0,58.0,1358,,Latvia,1
Türkiye,2021-11-16 19:45:00+00:00,World Cup,70,28.0,12.0,3.0,1.0,182.0,70.0,5.0,3.0,2.0,8.0,4.0,261.0,111.0,71.0,20.0,38.0,2.0,14.0,12.0,1.0,2.0,0.0,3.0,30.0,10.0,4.0,26.0,6.0,41.0,29.0,58.0,12.0,67.0,12.0,55.0,1359,,Montenegro,1
Montenegro,2021-11-16 19:45:00+00:00,World Cup,40,72.0,16.0,8.0,3.0,609.0,86.0,8.0,7.0,4.0,9.0,7.0,706.0,243.0,366.0,36.0,54.0,8.0,33.0,22.0,1.0,0.0,0.0,7.0,54.0,4.0,3.0,13.0,1.0,27.0,21.0,42.0,6.0,33.0,3.0,27.0,1359,,Türkiye,1
Norway,2021-11-16 19:45:00+00:00,World Cup,7,65.0,10.0,5.0,3.0,482.0,84.0,5.0,1.0,1.0,9.0,1.0,576.0,263.0,219.0,46.0,59.0,5.0,36.0,22.0,1.0,2.0,0.0,7.0,54.0,9.0,0.0,14.0,0.0,64.0,39.0,65.0,25.0,61.0,11.0,73.0,1360,,Netherlands,1
Netherlands,2021-11-16 19:45:00+00:00,World Cup,47,35.0,2.0,0.0,0.0,223.0,73.0,17.0,2.0,0.0,1.0,1.0,307.0,140.0,83.0,25.0,40.0,1.0,14.0,20.0,2.0,2.0,0.0,8.0,62.0,12.0,1.0,16.0,3.0,37.0,21.0,35.0,16.0,39.0,3.0,38.0,1360,,Norway,1
Belgium,2021-11-16 19:45:00+00:00,World Cup,29,24.0,8.0,3.0,0.0,183.0,69.0,7.0,3.0,3.0,4.0,4.0,265.0,90.0,93.0,21.0,38.0,1.0,7.0,10.0,1.0,2.0,0.0,7.0,50.0,12.0,4.0,13.0,3.0,49.0,30.0,57.0,19.0,48.0,7.0,100.0,1361,,Wales,1
Wales,2021-11-16 19:45:00+00:00,World Cup,3,76.0,16.0,4.0,1.0,778.0,91.0,9.0,6.0,5.0,6.0,10.0,859.0,477.0,301.0,22.0,56.0,3.0,23.0,17.0,1.0,3.0,0.0,2.0,33.0,6.0,3.0,14.0,2.0,44.0,23.0,43.0,21.0,53.0,10.0,67.0,1361,,Belgium,1
North Macedonia,2022-03-24 19:45:00+00:00,World Cup,9,65.0,32.0,5.0,1.0,471.0,83.0,14.0,16.0,16.0,19.0,13.0,565.0,186.0,285.0,29.0,56.0,2.0,7.0,23.0,0.0,0.0,0.0,8.0,42.0,12.0,0.0,4.0,1.0,58.0,44.0,61.0,14.0,48.0,13.0,76.0,1363,,Italy,1
Italy,2022-03-24 19:45:00+00:00,World Cup,69,35.0,4.0,2.0,0.0,223.0,72.0,13.0,0.0,0.0,0.0,4.0,309.0,161.0,62.0,20.0,36.0,0.0,0.0,19.0,1.0,1.0,0.0,8.0,80.0,12.0,15.0,52.0,5.0,43.0,28.0,39.0,15.0,52.0,4.0,27.0,1363,,North Macedonia,1
Türkiye,2022-03-24 19:45:00+00:00,World Cup,6,60.0,16.0,8.0,6.0,448.0,85.0,14.0,2.0,1.0,12.0,4.0,527.0,225.0,223.0,27.0,47.0,4.0,31.0,21.0,4.0,2.0,0.0,7.0,54.0,5.0,0.0,12.0,4.0,52.0,37.0,49.0,15.0,48.0,11.0,65.0,1364,,Portugal,1
Portugal,2022-03-24 19:45:00+00:00,World Cup,40,40.0,12.0,5.0,2.0,256.0,72.0,14.0,1.0,0.0,8.0,4.0,354.0,161.0,95.0,23.0,37.0,3.0,25.0,14.0,2.0,4.0,0.0,8.0,42.0,9.0,1.0,11.0,5.0,55.0,39.0,51.0,16.0,52.0,6.0,50.0,1364,,Türkiye,1
Czechia,2022-03-24 19:45:00+00:00,World Cup,27,57.0,10.0,2.0,2.0,460.0,76.0,26.0,7.0,2.0,6.0,4.0,605.0,247.0,213.0,29.0,36.0,6.0,33.0,43.0,2.0,5.0,0.0,7.0,64.0,8.0,1.0,24.0,2.0,76.0,41.0,42.0,35.0,43.0,13.0,46.0,1365,,Sweden,1
Sweden,2022-03-24 19:45:00+00:00,World Cup,36,43.0,10.0,2.0,1.0,307.0,69.0,18.0,6.0,1.0,6.0,4.0,447.0,166.0,141.0,26.0,30.0,3.0,11.0,25.0,1.0,4.0,0.0,12.0,43.0,18.0,2.0,29.0,1.0,103.0,57.0,58.0,46.0,57.0,4.0,44.0,1365,,Czechia,1
Austria,2022-03-24 19:45:00+00:00,World Cup,29,34.0,14.0,7.0,2.0,236.0,71.0,7.0,3.0,3.0,9.0,5.0,333.0,129.0,107.0,27.0,47.0,5.0,42.0,15.0,2.0,2.0,0.0,6.0,75.0,6.0,6.0,29.0,3.0,52.0,34.0,58.0,18.0,62.0,11.0,79.0,1366,,Wales,1
Wales,2022-03-24 19:45:00+00:00,World Cup,25,66.0,16.0,4.0,1.0,531.0,85.0,15.0,6.0,7.0,10.0,6.0,623.0,290.0,241.0,38.0,62.0,10.0,34.0,25.0,2.0,2.0,0.0,7.0,58.0,12.0,3.0,7.0,5.0,36.0,25.0,42.0,11.0,38.0,6.0,86.0,1366,,Austria,1
Sweden,2022-03-29 18:45:00+00:00,World Cup,28,39.0,10.0,8.0,3.0,196.0,70.0,11.0,8.0,0.0,8.0,2.0,281.0,99.0,97.0,23.0,40.0,4.0,31.0,26.0,3.0,4.0,0.0,4.0,50.0,8.0,3.0,25.0,6.0,40.0,28.0,50.0,12.0,39.0,5.0,50.0,1367,,Poland,1
Poland,2022-03-29 18:45:00+00:00,World Cup,27,61.0,12.0,6.0,1.0,361.0,81.0,15.0,7.0,3.0,6.0,6.0,445.0,174.0,187.0,24.0,52.0,4.0,17.0,20.0,2.0,2.0,0.0,8.0,62.0,3.0,0.0,16.0,6.0,47.0,28.0,50.0,19.0,61.0,5.0,45.0,1367,,Sweden,1
North Macedonia,2022-03-29 18:45:00+00:00,World Cup,6,64.0,11.0,3.0,3.0,523.0,87.0,11.0,7.0,2.0,8.0,3.0,600.0,282.0,241.0,46.0,68.0,7.0,29.0,32.0,1.0,1.0,0.0,13.0,65.0,8.0,1.0,8.0,0.0,58.0,39.0,51.0,19.0,86.0,9.0,50.0,1368,,Portugal,1
Portugal,2022-03-29 18:45:00+00:00,World Cup,69,36.0,3.0,0.0,0.0,258.0,77.0,12.0,3.0,1.0,1.0,2.0,337.0,165.0,93.0,11.0,25.0,2.0,20.0,18.0,0.0,2.0,0.0,13.0,72.0,13.0,2.0,25.0,1.0,41.0,38.0,49.0,3.0,14.0,9.0,50.0,1368,,North Macedonia,1
Ukraine,2022-06-01 18:45:00+00:00,World Cup,39,42.0,14.0,4.0,1.0,302.0,78.0,14.0,5.0,4.0,11.0,3.0,387.0,163.0,139.0,34.0,57.0,6.0,32.0,21.0,0.0,2.0,0.0,7.0,50.0,8.0,1.0,12.0,5.0,63.0,43.0,51.0,20.0,57.0,15.0,56.0,1369,,Scotland,1
Scotland,2022-06-01 18:45:00+00:00,World Cup,22,58.0,15.0,8.0,6.0,461.0,84.0,16.0,6.0,1.0,11.0,4.0,552.0,255.0,206.0,32.0,50.0,4.0,29.0,14.0,1.0,3.0,0.0,16.0,73.0,8.0,3.0,22.0,3.0,57.0,42.0,49.0,15.0,43.0,9.0,53.0,1369,,Ukraine,1
Ukraine,2022-06-05 16:00:00+00:00,World Cup,29,32.0,10.0,4.0,1.0,189.0,70.0,7.0,4.0,2.0,5.0,5.0,270.0,76.0,113.0,25.0,43.0,4.0,27.0,16.0,2.0,2.0,0.0,5.0,33.0,13.0,5.0,20.0,9.0,43.0,31.0,53.0,12.0,44.0,10.0,53.0,1370,,Wales,1
Wales,2022-06-05 16:00:00+00:00,World Cup,22,68.0,22.0,9.0,3.0,489.0,84.0,7.0,7.0,5.0,11.0,11.0,580.0,219.0,270.0,37.0,59.0,3.0,15.0,22.0,1.0,2.0,0.0,13.0,81.0,2.0,2.0,15.0,3.0,43.0,28.0,47.0,15.0,56.0,6.0,67.0,1370,,Ukraine,1
Thailand,2024-01-01 05:00:00+00:00,Friendlies,18,59.0,30.0,10.0,8.0,489.0,82.0,7.0,13.0,10.0,22.0,8.0,594.0,171.0,318.0,27.0,63.0,13.0,42.0,16.0,1.0,0.0,0.0,9.0,56.0,22.0,3.0,10.0,1.0,66.0,48.0,62.0,18.0,78.0,26.0,81.0,1371,80.0,Japan,0
Japan,2024-01-01 05:00:00+00:00,Friendlies,101,41.0,8.0,1.0,0.0,319.0,75.0,6.0,3.0,3.0,3.0,5.0,428.0,198.0,121.0,19.0,30.0,0.0,0.0,14.0,1.0,2.0,0.0,12.0,75.0,12.0,10.0,37.0,6.0,34.0,29.0,38.0,5.0,22.0,6.0,43.0,1371,8.0,Thailand,0
Jordan,2024-01-05 16:00:00+00:00,Friendlies,34,53.0,4.0,2.0,1.0,375.0,83.0,12.0,2.0,0.0,3.0,1.0,452.0,266.0,109.0,38.0,58.0,4.0,44.0,19.0,2.0,2.0,0.0,13.0,72.0,11.0,3.0,22.0,5.0,41.0,30.0,42.0,11.0,42.0,6.0,46.0,1374,5.0,Qatar,0
Qatar,2024-01-05 16:00:00+00:00,Friendlies,71,47.0,17.0,7.0,4.0,292.0,77.0,6.0,14.0,3.0,10.0,7.0,381.0,131.0,161.0,32.0,58.0,6.0,25.0,28.0,3.0,2.0,0.0,10.0,77.0,7.0,0.0,7.0,1.0,57.0,42.0,58.0,15.0,58.0,17.0,68.0,1374,33.0,Jordan,0
South Korea,2024-01-06 13:05:00+00:00,Friendlies,58,42.0,6.0,4.0,2.0,271.0,77.0,10.0,4.0,0.0,5.0,1.0,353.0,193.0,78.0,25.0,41.0,2.0,20.0,13.0,2.0,2.0,0.0,10.0,91.0,9.0,1.0,12.0,5.0,45.0,30.0,59.0,15.0,65.0,7.0,64.0,1382,11.0,Iraq,0
Iraq,2024-01-06 13:05:00+00:00,Friendlies,23,58.0,12.0,7.0,1.0,399.0,84.0,12.0,5.0,0.0,8.0,4.0,477.0,215.0,184.0,36.0,58.0,6.0,33.0,13.0,3.0,0.0,1.0,6.0,75.0,7.0,0.0,9.0,4.0,29.0,21.0,41.0,8.0,35.0,3.0,50.0,1382,23.0,South Korea,0
Australia,2024-01-06 14:00:00+00:00,Friendlies,80,42.0,6.0,1.0,0.0,345.0,79.0,6.0,1.0,0.0,2.0,4.0,434.0,241.0,104.0,24.0,36.0,1.0,25.0,15.0,1.0,1.0,0.0,12.0,57.0,14.0,1.0,14.0,2.0,54.0,43.0,65.0,11.0,48.0,6.0,55.0,1383,6.0,Bahrain,0
Bahrain,2024-01-06 14:00:00+00:00,Friendlies,24,58.0,7.0,3.0,3.0,537.0,88.0,19.0,3.0,1.0,6.0,1.0,607.0,254.0,283.0,26.0,59.0,5.0,36.0,23.0,3.0,1.0,0.0,7.0,78.0,14.0,0.0,5.0,1.0,35.0,23.0,35.0,12.0,52.0,8.0,42.0,1383,21.0,Australia,0
Sierra Leone,2024-01-06 17:00:00+00:00,Friendlies,38,80.0,5.0,5.0,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1386,,Ivory Coast,0
Ivory Coast,2024-01-06 17:00:00+00:00,Friendlies,126,20.0,1.0,1.0,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1386,,Sierra Leone,0
Estonia,2024-09-08 18:45:00+00:00,Friendlies,27,70.0,9.0,5.0,3.0,510.0,86.0,8.0,3.0,2.0,6.0,3.0,596.0,340.0,170.0,22.0,42.0,1.0,6.0,22.0,2.0,1.0,0.0,5.0,56.0,7.0,0.0,17.0,1.0,41.0,29.0,54.0,12.0,41.0,9.0,56.0,1413,27.0,Sweden,0
Sweden,2024-09-08 18:45:00+00:00,Friendlies,123,30.0,5.0,2.0,1.0,147.0,62.0,12.0,3.0,0.0,3.0,2.0,238.0,75.0,72.0,20.0,36.0,4.0,31.0,30.0,3.0,2.0,0.0,6.0,43.0,3.0,3.0,14.0,2.0,42.0,25.0,46.0,17.0,59.0,3.0,50.0,1413,11.0,Estonia,0
Iceland,2024-01-14 00:00:00+00:00,Friendlies,108,56.0,19.0,6.0,1.0,375.0,80.0,17.0,5.0,5.0,13.0,6.0,467.0,249.0,126.0,20.0,37.0,7.0,47.0,18.0,1.0,1.0,0.0,15.0,79.0,11.0,2.0,15.0,4.0,49.0,40.0,51.0,9.0,33.0,4.0,36.0,1414,19.0,Guatemala,0
Guatemala,2024-01-14 00:00:00+00:00,Friendlies,72,44.0,10.0,5.0,2.0,281.0,75.0,21.0,5.0,2.0,8.0,2.0,373.0,156.0,125.0,43.0,54.0,5.0,33.0,20.0,2.0,0.0,0.0,10.0,67.0,22.0,6.0,10.0,5.0,57.0,39.0,49.0,18.0,67.0,8.0,67.0,1414,21.0,Iceland,0
Iceland,2024-01-18 01:00:00+00:00,Friendlies,82,62.0,10.0,4.0,0.0,414.0,81.0,13.0,5.0,2.0,2.0,8.0,510.0,249.0,165.0,42.0,52.0,6.0,33.0,22.0,9.0,2.0,0.0,8.0,62.0,14.0,1.0,12.0,2.0,42.0,30.0,50.0,12.0,40.0,3.0,43.0,1415,12.0,Honduras,0
