country,points,date
Zambia,1268.18,2022-06-23
Syria,1265.03,2022-06-23
Uganda,1264.56,2022-06-23
Benin,1262.49,2022-06-23
Armenia,1242.42,2022-06-23
Luxembourg,1235.36,2022-06-23
Palestine,1233.72,2022-06-23
Kyrgyz Republic,1232.91,2022-06-23
Belarus,1226.55,2022-06-23
Vietnam,1218.84,2022-06-23
Equatorial Guinea,1215.33,2022-06-23
Congo,1215.09,2022-06-23
Lebanon,1211.71,2022-06-23
Trinidad and Tobago,1205.85,2022-06-23
Kenya,1202.26,2022-06-23
New Zealand,1198.96,2022-06-23
India,1198.65,2022-06-23
Madagascar,1196.03,2022-06-23
Kosovo,1183.9,2022-06-23
Cyprus,1180.52,2022-06-23
Tajikistan,1179.1,2022-06-23
Estonia,1177.4,2022-06-23
Mauritania,1177,2022-06-23
Thailand,1170.69,2022-06-23
Korea DPR,1169.96,2022-06-23
Sierra Leone,1168.21,2022-06-23
Kazakhstan,1166.28,2022-06-23
Guinea-Bissau,1165.78,2022-06-23
Guatemala,1161.96,2022-06-23
Namibia,1160.97,2022-06-23
Mozambique,1160.55,2022-06-23
Niger,1155.23,2022-06-23
Libya,1148.36,2022-06-23
Malawi,1146.49,2022-06-23
Angola,1145.26,2022-06-23
Zimbabwe,1138.56,2022-06-23
Gambia,1137.22,2022-06-23
Faroe Islands,1136.29,2022-06-23
Comoros,1131.88,2022-06-23
Togo,1130.22,2022-06-23
Azerbaijan,1127.17,2022-06-23
Latvia,1125.36,2022-06-23
Sudan,1124.91,2022-06-23
Tanzania,1119.24,2022-06-23
Antigua and Barbuda,1117.01,2022-06-23
Central African Republic,1116.06,2022-06-23
Philippines,1113.75,2022-06-23
Turkmenistan,1100.47,2022-06-23
Rwanda,1095.04,2022-06-23
Solomon Islands,1092.56,2022-06-23
Ethiopia,1086.73,2022-06-23
Nicaragua,1079.18,2022-06-23
Burundi,1078.12,2022-06-23
St. Kitts and Nevis,1076.91,2022-06-23
Lithuania,1074.08,2022-06-23
Suriname,1072.24,2022-06-23
Eswatini,1066.92,2022-06-23
Hong Kong,1061.15,2022-06-23
Lesotho,1059.04,2022-06-23
Malaysia,1057.59,2022-06-23
Kuwait,1053.41,2022-06-23
Botswana,1050.32,2022-06-23
Liberia,1047.36,2022-06-23
Dominican Republic,1031.86,2022-06-23
Andorra,1028.7,2022-06-23
Yemen,1023.52,2022-06-23
Afghanistan,1023.04,2022-06-23
Indonesia,1019.19,2022-06-23
Maldives,1018.25,2022-06-23
Chinese Taipei,1017.78,2022-06-23
Myanmar,1011.91,2022-06-23
Singapore,1004.75,2022-06-23
New Caledonia,999.7,2022-06-23
Papua New Guinea,997.6,2022-06-23
Tahiti,995.11,2022-06-23
Fiji,993.37,2022-06-23
Vanuatu,990.55,2022-06-23
South Sudan,985.53,2022-06-23
Barbados,982.27,2022-06-23
Cuba,978.65,2022-06-23
Malta,974.68,2022-06-23
Puerto Rico,974.32,2022-06-23
Bermuda,970.3,2022-06-23
Grenada,969,2022-06-23
Guyana,968.74,2022-06-23
St. Lucia,965.66,2022-06-23
Cambodia,954.3,2022-06-23
Belize,950.88,2022-06-23
Nepal,950.45,2022-06-23
Montserrat,947.96,2022-06-23
Moldova,944.96,2022-06-23
Mauritius,940.47,2022-06-23
St. Vincent and the Grenadines,939.97,2022-06-23
Chad,931.98,2022-06-23
Macau,922.1,2022-06-23
Laos,914.66,2022-06-23
Mongolia,913.55,2022-06-23
Dominica,911.51,2022-06-23
Bhutan,910.96,2022-06-23
São Tomé and Príncipe,908.18,2022-06-23
American Samoa,900.27,2022-06-23
Cook Islands,899.33,2022-06-23
Brunei Darussalam,897.1,2022-06-23
Samoa,894.26,2022-06-23
Bangladesh,883.18,2022-06-23
Djibouti,875.98,2022-06-23
Liechtenstein,873.99,2022-06-23
Seychelles,866.94,2022-06-23
Pakistan,866.81,2022-06-23
Cayman Islands,865.72,2022-06-23
Tonga,861.81,2022-06-23
Timor-Leste,861.43,2022-06-23
Somalia,857.39,2022-06-23
Gibraltar,856.55,2022-06-23
Eritrea,855.56,2022-06-23
Aruba,855.37,2022-06-23
Bahamas,854.8,2022-06-23
Guam,838.33,2022-06-23
Turks and Caicos Islands,832,2022-06-23
Sri Lanka,825.25,2022-06-23
US Virgin Islands,823.97,2022-06-23
British Virgin Islands,809.32,2022-06-23
Anguilla,790.74,2022-06-23
San Marino,763.82,2022-06-23
