country,points,date
South Africa,1358.24,2021-11-19
El Salvador,1350.63,2021-11-19
United Arab Emirates,1350.41,2021-11-19
Bulgaria,1345.47,2021-11-19
Montenegro,1342.89,2021-11-19
Cabo Verde,1339.48,2021-11-19
China PR,1337.33,2021-11-19
Iraq,1335.58,2021-11-19
Honduras,1332.16,2021-11-19
Bolivia,1324.21,2021-11-19
Oman,1307.09,2021-11-19
Israel,1306.7,2021-11-19
Curaçao,1298.39,2021-11-19
Guinea,1298.32,2021-11-19
Uganda,1285.28,2021-11-19
Benin,1282.53,2021-11-19
Uzbekistan,1274.58,2021-11-19
Syria,1269.96,2021-11-19
Georgia,1269.24,2021-11-19
Haiti,1268.05,2021-11-19
Zambia,1264.64,2021-11-19
Gabon,1262,2021-11-19
Bahrain,1255.75,2021-11-19
Jordan,1252.95,2021-11-19
Armenia,1242.24,2021-11-19
Luxembourg,1236.45,2021-11-19
Lebanon,1233.76,2021-11-19
Belarus,1233.43,2021-11-19
Kyrgyz Republic,1228.69,2021-11-19
Congo,1221.4,2021-11-19
Palestine,1211.32,2021-11-19
Vietnam,1209.22,2021-11-19
Trinidad and Tobago,1207.94,2021-11-19
Madagascar,1205.61,2021-11-19
Kenya,1202.26,2021-11-19
Mauritania,1190.23,2021-11-19
India,1182.75,2021-11-19
Cyprus,1178.65,2021-11-19
Guinea-Bissau,1177.14,2021-11-19
Estonia,1176.5,2021-11-19
Sierra Leone,1174.12,2021-11-19
Korea DPR,1169.96,2021-11-19
New Zealand,1165.81,2021-11-19
Kosovo,1163.05,2021-11-19
Namibia,1162.93,2021-11-19
Niger,1158.39,2021-11-19
Equatorial Guinea,1156.78,2021-11-19
Tajikistan,1152.56,2021-11-19
Libya,1151.06,2021-11-19
Mozambique,1151,2021-11-19
Thailand,1148.63,2021-11-19
Kazakhstan,1140.71,2021-11-19
Azerbaijan,1139.02,2021-11-19
Zimbabwe,1138.44,2021-11-19
Guatemala,1138.4,2021-11-19
Faroe Islands,1136.99,2021-11-19
Sudan,1135.89,2021-11-19
Togo,1133.24,2021-11-19
Philippines,1131.93,2021-11-19
Angola,1131.72,2021-11-19
Antigua and Barbuda,1131.07,2021-11-19
Malawi,1127.21,2021-11-19
Central African Republic,1127.2,2021-11-19
Tanzania,1118.76,2021-11-19
Comoros,1117.65,2021-11-19
Turkmenistan,1117.6,2021-11-19
Latvia,1100.03,2021-11-19
Rwanda,1095.34,2021-11-19
Lithuania,1091.77,2021-11-19
Ethiopia,1087.89,2021-11-19
St. Kitts and Nevis,1077.76,2021-11-19
Suriname,1077.57,2021-11-19
Burundi,1075.82,2021-11-19
Solomon Islands,1072.78,2021-11-19
Kuwait,1064.02,2021-11-19
Nicaragua,1062.21,2021-11-19
Liberia,1058.28,2021-11-19
Lesotho,1057.62,2021-11-19
Eswatini,1054.14,2021-11-19
Hong Kong,1053.39,2021-11-19
Myanmar,1052.57,2021-11-19
Botswana,1051.59,2021-11-19
Afghanistan,1049.77,2021-11-19
Gambia,1049.74,2021-11-19
Yemen,1046.26,2021-11-19
New Caledonia,1035.12,2021-11-19
Malaysia,1034.87,2021-11-19
Andorra,1030.28,2021-11-19
Dominican Republic,1029.42,2021-11-19
Maldives,1021.58,2021-11-19
Chinese Taipei,1017.78,2021-11-19
Tahiti,1014.27,2021-11-19
Singapore,997.42,2021-11-19
Fiji,996.27,2021-11-19
Barbados,995.94,2021-11-19
Vanuatu,995.62,2021-11-19
Papua New Guinea,990.55,2021-11-19
Bermuda,982.43,2021-11-19
Indonesia,981.18,2021-11-19
South Sudan,980.25,2021-11-19
Grenada,974.03,2021-11-19
Nepal,972.45,2021-11-19
Cambodia,970.42,2021-11-19
Belize,967.42,2021-11-19
Mauritius,964.94,2021-11-19
Puerto Rico,962.77,2021-11-19
St. Vincent and the Grenadines,960.71,2021-11-19
Malta,958.95,2021-11-19
Guyana,958.87,2021-11-19
St. Lucia,953.45,2021-11-19
Montserrat,950.71,2021-11-19
Cuba,948.96,2021-11-19
Chad,935,2021-11-19
Moldova,928.35,2021-11-19
Macau,922.1,2021-11-19
Dominica,916.72,2021-11-19
Mongolia,916.68,2021-11-19
Laos,912.07,2021-11-19
Bhutan,910.96,2021-11-19
Bangladesh,907.83,2021-11-19
Brunei Darussalam,903.9,2021-11-19
São Tomé and Príncipe,903.31,2021-11-19
American Samoa,900.27,2021-11-19
Liechtenstein,899.52,2021-11-19
Djibouti,896.62,2021-11-19
Samoa,894.26,2021-11-19
Timor-Leste,879.43,2021-11-19
Somalia,873.71,2021-11-19
Cayman Islands,873.64,2021-11-19
Seychelles,869.51,2021-11-19
Pakistan,866.81,2021-11-19
Tonga,861.81,2021-11-19
Aruba,859.97,2021-11-19
Bahamas,858.5,2021-11-19
Eritrea,855.56,2021-11-19
Gibraltar,853.6,2021-11-19
Sri Lanka,842.8,2021-11-19
Turks and Caicos Islands,839.84,2021-11-19
Guam,838.33,2021-11-19
US Virgin Islands,816.13,2021-11-19
British Virgin Islands,812.94,2021-11-19
Anguilla,792.34,2021-11-19
San Marino,780.33,2021-11-19
